sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,element,label_local,definition_local,id
36,2,Attribute,,bus:Address,bus:Street,String,,0..1,Street address,bus,bus:street,住所通り,住所の通り。,BU06_06
37,2,Attribute,,bus:Address,bus:Address Detail,String,,0..1,Address Detail,bus,bus:addressDetail,住所詳細,住所詳細。,BU06_07
38,2,Attribute,,bus:Address,bus:City,String,,0..1,City,bus,bus:city,住所都市,住所の都市。,BU06_08
39,2,Attribute,,bus:Address,bus:State or Province,String,,0..1,"State, province or region",bus,bus:stateOrProvince,住所州,住所の州や地方。,BU06_09
40,2,Attribute,,bus:Address,bus:Country,String,,0..1,Country,bus,bus:country,住所国,住所の国。,BU06_10
41,2,Attribute,,bus:Address,bus:Zip or Postal Code,String,,0..1,Zip or other postal code,bus,bus:zipOrPostalCode,住所郵便番号,住所の郵便番号。,BU06_11
42,2,Attribute,,bus:Address,bus:Address Active Indicator,Boolean,,0..1,"Boolean to indicate whether the address is active (=""true"") or inactive (=""false"")",bus,bus:addressActiveIndicator,住所有効性,住所が有効か無効かを示すブール値。,BU06_12
1,1,Class,,bus:Communication,,,,0..*,The exchange of messages or information between parties using a specified communication channel.,bus,bus:communication,【通信手段】,当事者間でメッセージまたは情報を交換するための通信手段情報。,BU01
2,2,Attribute,,bus:Communication,bus:Communication URI Identifier,String,,0..1,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:communicationUriIdentifier,URI,メールアドレスやWebアドレス等のURI。,BU01_01
3,2,Attribute,,bus:Communication,bus:Communication Channel Code,String,,0..1,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
AO (Uniform Resource Location : URL) Identification of the Uniform Resource Location (URL) Synonym: World wide web address.
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:communicationChannelCode,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
AO(URL) URL（Uniform Resource Location）の識別。同義語：ワールドワイドウェブアドレス。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",BU01_02
4,2,Attribute,,bus:Communication,bus:Communication Complete Number,String,,0..1,The text string of characters that make up the complete number for this communication.,bus,bus:communicationCompleteNumber,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,BU01_03
5,2,Attribute,,bus:Communication,bus:Communication Use Code,String,,0..1,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:communicationUseCode,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",BU01_04
61,1,Class,,bus:Contact,,,,0..*,Information about contacts.,bus,bus:contact,【担当者情報】,担当者に関する情報。,BU08
62,2,Attribute,,bus:Contact,bus:Contact Prefix,String,,0..1,"Prefix (e.g. Dr., Mr., Mrs.)",bus,bus:contactPrefix,敬称,敬称(Dr.、Mr.、Mrs.など),BU08_01
63,2,Attribute,,bus:Contact,bus:Contact Last Name,String,,0..1,Last or family name,bus,bus:contactLastName,姓,姓,BU08_02
64,2,Attribute,,bus:Contact,bus:Contact First Name,String,,0..1,First or given name,bus,bus:contactFirstName,名,名、クリスチャンネーム,BU08_03
65,2,Attribute,,bus:Contact,bus:Contact Suffix,String,,0..1,"Suffix (e.g. MD, CPA, Jr.)",bus,bus:contactSuffix,付加名称,付加名称(MD、CPA、Jr.など),BU08_04
66,2,Attribute,,bus:Contact,bus:Contact Attention Line,String,,0..1,Attention Line,bus,bus:contactAttentionLine,アテンションライン,アテンションライン,BU08_05
67,2,Attribute,,bus:Contact,bus:Contact Position Role,String,,0..1,Position or role,bus,bus:contactPositionRole,地位/役職,地位や役職。,BU08_06
68,2,Attribute,,bus:Contact,bus:Contact Contact Type,String,,0..1,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",bus,bus:contactContactType,担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計事務所。,BU08_07
69,2,Attribute,,bus:Contact,bus:Contact Location ID cross reference,String,,0..1,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,bus,bus:contactLocationIdCrossReference,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。,BU08_08
70,2,Attribute,,bus:Contact,bus:Contact Active,Boolean,,0..1,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",bus,bus:contactActive,担当者有効性,担当者が有効か無効かを示すブール値。,BU08_09
71,2,Composition,,bus:Contact,bus:Contact,,bus:Phone,0..*,Contact Phone Number,bus,bus:contactPhone,【担当者電話番号】,担当者の電話番号。,BU08_10
72,2,Composition,,bus:Contact,bus:Contact,,bus:Fax,0..*,Contact Fax Number Class,bus,bus:contactFax,【担当者FAX番号】,担当者のFAX番号のクラス。,BU08_11
73,2,Composition,,bus:Contact,bus:Contact,,bus:Email,0..*,Contact E-mail address class,bus,bus:contactEmail,【担当者Eメールアドレス】,担当者のEメールアドレスのクラス。,BU08_12
330,1,Class,,bus:Detail_ Depreciation Mortgage,,,,0..*,"Parent for information related to depreciation, mortgages, etc.　applied at the transaction detail (line) level.",bus,bus:detailDepreciationMortgage,【行減価償却/抵当債務情報】,減価償却、抵当債務等に関連する情報の親タグ。,BU25
332,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage Jurisdiction,Token,,0..1,"Jurisdiction (e.g. federal, state, local): e.g. US Federal, Province of Québec, other identifier. Enumerated as: F, federal, S, state, L, local, other.",bus,bus:detailDepreciationMortgageJurisdiction,抵当債務管轄,"管轄地区。（連邦、州、ローカル、等）。たとえば、米国連邦政府、ケベック州、その他の識別子。
[設定値のリスト]
(F)、(federal：連邦)、(S)、(state：州)、(L)、(local：地域)、(other：その他)",BU25_01
333,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Method,String,,0..1,"Type of depreciation method: used for information about the loan percentage for loan or the depreciation method. This is used for informational purposes only. Examples of entries are ""20%"", ""5 year DDB"" (Double Declining Balance).",bus,bus:detailDepreciationMethod,減価償却方法,減価償却方法のタイプ。ローンのパーセンテージや減価償却方法に関する情報を含む。単なる情報提供を目的とする。たとえば、20%、5年、DDB(倍額定率)。,BU25_02
334,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage Life,Decimal,,0..1,Length of life in number of periods.,bus,bus:detailDepreciationMortgageLife,抵当債務期間,存在する期間数。,BU25_03
335,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage Description,String,,0..1,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:detailDepreciationMortgageDescription,債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。,BU25_04
336,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage Start Date,Date Time,,0..1,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:detailDepreciationMortgageStartDate,開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。,BU25_05
337,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage End Date,Date Time,,0..1,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:detailDepreciationMortgageEndDate,終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。,BU25_06
338,2,Attribute,,bus:Detail_ Depreciation Mortgage,bus:Detail_ Depreciation Mortgage Amount,Monetary,,0..1,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",bus,bus:detailDepreciationMortgageAmount,手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。,BU25_07
315,1,Class,,bus:Detail_ Job,,,,0..*,"Class for holding job related information applied at the transaction detail (line) level, separate from jobs represented in account identifier. Would probably only have one jobinfo class for each entry line, but there may be a need to express more than one.",bus,bus:detailJob,【行ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のクラス。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。,BU23
317,2,Attribute,PK,bus:Detail_ Job,usk:Detail_ Job ID,String,,0..1,"Associated job number or code. This could be built into the account, but many systems maintain a separate job coding system. Use primarily if job identification is a separate system, and not considered part of the chart of accounts.",bus,usk:detailJobId,ジョブ識別子,関連するジョブ番号かジョブコード。 科目に組み込めるかもしれないが、多くのシステムでは独立したジョブコードシステムを持っている。おもに、ジョブの識別が別システムであり、科目体系に含まれないときに使用される。,BU23_UK02_01
318,2,Attribute,,bus:Detail_ Job,usk:Detail_ Job Description,String,,0..1,Description of job,bus,usk:detailJobDescription,ジョブ説明,ジョブの説明。,BU23_UK02_02
319,2,Attribute,,bus:Detail_ Job,usk:Detail_ Job Phase,String,,0..1,"Job code, phase, activity. Allows greater granularity than a simple job number. Although the core only reaches down from job to phases, this can be customized to extend down to cost codes.",bus,usk:detailJobPhase,ジョブフェーズ,ジョブコード、フェーズ、活動。 簡単なジョブ番号より詳細な定義が可能。基本的には、ジョブからフェーズを導くのみだが、コストコードにまでいたるように拡張可能。,BU23_UK02_03
320,2,Attribute,,bus:Detail_ Job,usk:Detail_ Job Phase Description,String,,0..1,"Description of Job code, phase, activity",bus,usk:detailJobPhaseDescription,ジョブフェーズ説明,ジョブコード、フェーズ、活動の説明。,BU23_UK02_04
321,2,Attribute,,bus:Detail_ Job,usk:Detail_ Job Active,Boolean,,0..1,"Boolean to indicate whether the job is active (=""true"") or inactive (=""false"")",bus,usk:detailJobActive,ジョブ有効性,ジョブが有効か無効かを示すブール値。,BU23_UK02_05
292,1,Class,,bus:Detail_ Measurable,,,,0..*,"Parent for information regarding measurable items applied at the transaction detail (line) level. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",bus,bus:detailMeasurable,【行計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,BU21
294,2,Attribute,PK,bus:Detail_ Measurable,bus:Detail_ Measurable Code,Token,,0..1,"Code for measurable item including BP - Business process, FA - Fixed asset/Capitalized item, IN - Inventory, KPI - Metric, NT - Intangible, SP - Supplies, SV-P - Service by employee, vendor or contractor, SV-M - Service by equipment/machinery, OT - Other",bus,bus:detailMeasurableCode,計測可能物コード,"計測可能物のコード。ビジネスプロセス、固定資産/資産化項目、在庫、測定基準、無形資産、貯蔵品、従業員/提供元/請負者によるサービス、装置/機械によるサービス、その他
[設定値のリスト]
(BP：ビジネスプロセス)、(FA：固定資産/資産化項目)、(IN：在庫)、(KPI：測定基準)、(NT：無形資産)、(SP：貯蔵品)、(SV-P：従業員/提供元/請負者によるサービス)、(SV-M：装置/機械によるサービス)、(OT：その他)",BU21_01
295,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Code Description,String,,0..1,Free format description of the measurable code,bus,bus:detailMeasurableCodeDescription,計測可能物コード説明,計測可能物のコードの説明。,BU21_02
296,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Category,String,,0..1,Category of the measurable,bus,bus:detailMeasurableCategory,計測可能物カテゴリ,計測可能物のカテゴリ。,BU21_03
297,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Identification,String,,0..1,Internal inventory part or SKU number or other code identifier for the measurable.,bus,bus:detailMeasurableIdentification,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。,BU21_04
298,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Schema for Measurable Identification,String,,0..1,URI or other identifier for schema with which measurable ID can be validated,bus,bus:detailSchemaForMeasurableIdentification,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。,BU21_05
299,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Secondary Measurable Code,String,,0..1,Second identifier (such as vendor's item number),bus,bus:detailSecondaryMeasurableCode,計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。,BU21_06
300,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Schema for Secondary Measurable Identification,String,,0..1,URI or other identifier for schema with which measurable ID Other can be validated,bus,bus:detailSchemaForSecondaryMeasurableIdentification,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。,BU21_07
301,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Description,String,,0..1,Text description of measurable (e.g. inventory item or other identifier),bus,bus:detailMeasurableDescription,計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）,BU21_08
302,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Quantity,Decimal,,0..1,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",bus,bus:detailMeasurableQuantity,数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。,BU21_09
303,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Qualifier,Token,,0..1,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Scorecard information",bus,bus:detailMeasurableQualifier,修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。,BU21_10
304,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Unit of Measure,String,,0..1,"Description of unit: e.g. each, case, dozen, etc. ISO standard coding recommended.",bus,bus:detailMeasurableUnitOfMeasure,計量単位,単位の説明。たとえば、個、箱、ダースなど。ISO標準のコードを推奨。,BU21_11
305,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Per Unit Cost/Price,Monetary,,0..1,"Per unit price of the measurable. Although one might expect that measurableQuantity * measurableCostPerUnit = amount, this is not mandated except by external rules sets.",bus,bus:detailMeasurablePerUnitCostPrice,単価,"計測可能物の単価。
measurableQuantity * measurableCostPerUnit = amountであることを期待するかもしれないが、外部規則がなければ必須ではない。",BU21_12
306,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Start Time,Date Time,,0..1,Start time of the duration being measured,bus,bus:detailMeasurableStartTime,開始日時,計量期間の開始時刻。,BU21_13
307,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable End Time,Date Time,,0..1,End time of the duration being measured,bus,bus:detailMeasurableEndTime,終了日時,計量期間の終了時刻。,BU21_14
308,2,Attribute,,bus:Detail_ Measurable,bus:Detail_ Measurable Active,Boolean,,0..1,"Boolean to indicate whether the measurable is active (=""true"") or inactive (=""false"")",bus,bus:detailMeasurableActive,計測可能物有効性,計測可能物が有効か無効かを示すブール値。,BU21_15
418,1,Class,,bus:Document,,,,0..*,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive class of related documents.",bus,bus:document,【文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,BU26
419,2,Attribute,PK,bus:Document,bus:Document Number,String,,0..1,Document number,bus,bus:documentNumber,文書番号,文書の番号。,BU26_01
420,2,Attribute,PK,bus:Document,bus:Document Type,Token,,0..1,"Document type  check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",bus,bus:documentType,文書種別,文書の種別。小切手(check)、借方メモ(debit-memo)、貸方メモ(credit-memo)、財務費用(finance-charge)、顧客への請求書(invoice)、顧客オーダ(order-customer)、仕入先オーダ(order-vendor)、その他支払い(payment-other)、督促状(reminder)、手形(tegata)、ベンダからの請求書(voucher)、出荷票(shipment)、受領票(receipt)、手修正(manual-adjustment)、その他(other),BU26_02
421,2,Attribute,,bus:Document,bus:Document Date,Date,,0..1,Document date,bus,bus:documentDate,文書日付,文書の日付。,BU26_03
422,2,Attribute,,bus:Document,bus:Document Identifier Type,Token,,0..1,"Document identifier type. Enumerated as: C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",bus,bus:documentIdentifierType,文書対象CVE種別,"文書の対象となるCVEの種別。 [設定値のリスト] (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)",BU26_04
423,2,Attribute,,bus:Document,bus:Document Identifier Code,String,,0..1,Document identifier code,bus,bus:documentIdentifierCode,文書対象CVEコード,文書の対象となるCVEのコード。,BU26_05
424,2,Attribute,,bus:Document,bus:Document Identifier Tax Code,String,,0..1,Document identifier tax code,bus,bus:documentIdentifierTaxCode,文書対象CVE納税者コード,文書の対象となるCVEの納税者コード。,BU26_06
43,1,Class,,bus:Document Information,,,,1..1,Parent for descriptive information about the accountingEntries Class in which it is contained.,bus,bus:documentInformation,【文書情報】,この会計仕訳に関する情報の親タグ。,BU07
44,2,Attribute,PK,bus:Document Information,bus:Detail Document Number,String,,0..1,Unique identifier for this file.,bus,bus:detailDocumentNumber,監査番号,このファイルの一意識別子。,BU07_01
45,2,Attribute,PK,bus:Document Information,bus:Detail Document Type,Token,,1..1,"account: information to fill in a chart of accounts file.  
balance: the results of accumulation of a complete and validated list of entries for an account (or a list of account) in a specific period - sometimes called general ledger  
entries: a list of individual accounting entries, which might be posted/validated or nonposted/validated   
journal: a self-balancing (Dr = Cr) list of entries for a specific period including beginning balance for that period.  
ledger: a complete list of entries for a specific account (or list of accounts) for a specific period; note - debits do not have to equal credits.   
assets: a listing of open receivables, payables, inventory, fixed assets or other information that can be extracted from but are not necessarily included as part of a journal entry.  
trialBalance: the self-balancing (Dr = Cr) result of accumulation of a complete and validated list of entries for the entity in a complete list of accounts in a specific period. 
taxtables: aids automated interpretation of instances that represent tax tables; Tax table are defined by using multiple [taxes] classs to gather the population of codes, authorities and rates; through [taxTableCode] cross-references in the [taxes] class, these ""master file"" tax tables can be referenced. 
mapping: a collection of mappings between interrelated data sets, such as a local and related corporate standard chart of accounts or detail data mapped to summarized end reporting concepts.   
versioning: a collection of changes between two versions of the same class of information, such as updates to a master file like a chart of accounts.   
master_file: a collection of master files, such as the customer or inventory master file.   
trade_documents: a collection of trade/transactional documents, such as vendor invoices or customer orders.   
profile_compliant: the meaning of this collection of information can be determined by understanding an established profile and especially an XBRL GL Profile. Profiles are determined through namespace declarations, schemaRef and conventions of those profiles.   
other: for all other types of representations.

Often sorted by date or by account, these terms have specific, and sometimes different, meanings in different areas. Common practice will drive accounting method/term matches.",bus,bus:detailDocumentType,文書種別,"・科目:科目体系ファイルの情報。 ・残高:特定の期間について、勘定科目(または勘定科目リスト)の、完了し検証された仕訳リストの累算結果。時に総勘定元帳と呼ばれる。 ・仕訳:個々の勘定記入のリスト。転記/検証されていることもあり、されていないこともある。 ・仕訳帳:特定の期間における、その期間の開始残高を含む貸借が一致(Dr=Cr)した仕訳のリスト 。 ・元帳:特定の期間における特定の勘定科目(または勘定科目リスト)についての、仕訳の全リスト 。注意－貸借が一致する必要はない。 ・資産:仕訳記入の一部として必ずしも含まれていないが、そこから抽出可能な売掛金、買掛金、在庫、固定資産、その他の情報のリスト。 ・試算表:事業体に対する、特定期間の全勘定科目リストでの、完了し検証された仕訳リストの、貸借が一致（Dr=Cr)した累算結果。 ・税率表:税率表をあらわすデータを自動的に解釈できるようにする。税率表は、コード、税務当局情報、レートをあらわす複数のtaxes構造データを使って定義される。taxTableCodeはtaxes構造データ内で相互に参照されるが、これらのマスタファイルが参照可能。 ・マッピング情報:互いに関係があるデータセットの間の対応関係を集めたもの。例えば、企業グループ内の各会社で使用する勘定科目と全社勘定科目との対応付け、または明細データと最終的な報告書上の要約された科目への対応付け。 ・差分情報:同じクラス（種類）で異なるバージョンを持つ項目の変更・差分情報。例えば、勘定科目一覧のようなマスタファイルの特定科目の更新情報など。  ・マスターファイル:マスタファイルの一覧。例えば、顧客マスタ又は在庫/棚卸マスタなど。  ・取引伝票:取引に用いる情報の集合。例えば、納入業者からのインボイス 又は顧客からの受注情報など。  ・プロファイル情報:確立された文書説明情報及び特にXBRL GLプロファイルを理解し決定するこの情報の集合の意味を示す。説明情報は、名前空間宣言、スキーマ参照及びこれらの規約を通して決定する。  ・その他：その他のすべての表現形式  多くの場合、日付または科目によりソートされる。会計処理方法や用語は慣行により適合させる。 [設定値のリスト] (account：科目)、(balance：残高)、(entries：仕訳)、(journal：仕訳帳)、(ledger：元帳)、(assets：資産)、(trialbalance：試算表)、(taxtables：税率表)、(other：その他)、(Mapping：マッピング情報)、(versioning：差分情報)、(master_file：マスターファイル)、(trade_documents：取引伝票)、(profile_compliant：プロファイル情報)、(other：その他)",BU07_02
46,2,Attribute,,bus:Document Information,bus:Entry Document Date,Date Time,,0..1,Date/time file was created.,bus,bus:entryDocumentDate,作成日付,ファイルが作成された日付/時間。,BU07_03
47,2,Attribute,,bus:Document Information,bus:Revises Audit Number,String,,0..1,"If this batch of information revises a previous batch of information, this field identifies the previous batch that is being revised. 'uniqueID' of the previous batch goes here. Developers should consider exception reporting.",bus,bus:revisesAuditNumber,改訂前監査番号,この仕訳の束が以前の仕訳の束を改訂する場合に、以前の束を示す。元の文書のuniqueIDが指定される。開発者は、例外報告を考慮すべきである。,BU07_04
48,2,Attribute,,bus:Document Information,bus:Action to Take with Previous Data,Token,,0..1,Provides guidance on action to take with previous set of data: supersedes - old data should be considered as obsolete/overwritten; supplements - belongs with that data as if it was included with it.,bus,bus:actionToTakeWithPreviousData,改訂前データ処置,"以前のデータの束に対する操作のガイダンス。 取替え-古いデータを無効にし上書きする。
補完-元々含まれていたかのように、そのデータに所属させる。
[設定値のリスト]
(supplement：補完)、(supersede：取替え)",BU07_05
49,2,Attribute,,bus:Document Information,bus:Language,QName,,0..1,"Primary language of the intellectual content. Where practical, the content of this field should coincide with ISO 639-1988 language codes.",bus,bus:language,言語,主要言語。 実用的には、このフィールドの内容はISO639-1988言語コードに一致すべきである。,BU07_06
50,2,Attribute,,bus:Document Information,bus:Creator,String,,0..1,Identifies the creator of the XBRL instance.,bus,bus:creator,作成者,ファイルの作成者の識別子。,BU07_07
