Level,Element,Type,Path,isTuple,minOccurs,maxOccurs,BaseType,Label,Documentation,LocalLabel,LocalDocumentation
3,gl-cor:periodCoveredStart,gl-cor:periodCoveredStartItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:periodCoveredStart,False,0,1,xbrli:dateTimeItemType,Period Covered Start,"Start of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",対象期間開始日付,内容の日付範囲の開始日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。
3,gl-cor:periodCoveredEnd,gl-cor:periodCoveredEndItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:periodCoveredEnd,False,0,1,xbrli:dateTimeItemType,Period Covered End,"End of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",対象期間終了日付,内容の日付範囲の終了日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。
3,gl-bus:periodCount,gl-bus:periodCountItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodCount,False,0,1,xbrli:decimalItemType,Period Count,"Number of periods or buckets, used by postingCode. Used to interpret posting date. It may be preferable to limit entries by period covered to be by individual reporting period.",期間数,postingCodeで使用される期間又はバケットの数。 転記日付を説明するために使用される。対象期間の仕訳を個々の報告期間に限定することが望ましいかもしれない。
3,gl-bus:periodUnit,gl-bus:periodUnitTypeItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodUnit,False,0,1,xbrli:tokenItemType,Period Unit,"Type of periods covered by periodCount. Enumerated as: daily, weekly, bi-weekly, semi-monthly, monthly, quarterly, thirdly, semiannual, annual, ad-hoc, current-period-only, other.",期間単位,"periodCountで対象とする期間の種別。
[設定値のリスト]
(daily：日次)、(weekly：週次)、(bi-weekly：隔週)、(semi-monthly：半月ごと)、(monthly：月次)、(quarterly：四半期ごと)、(thirdly：年3回)、(semiannual：半年ごと)、(annual：年次)、(ad-hoc：随時)、(current-period-only：当期)、(other：その他)"
3,gl-bus:periodUnitDescription,gl-bus:periodUnitDescriptionItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodUnitDescription,False,0,1,xbrli:stringItemType,Period Unit Description,Free format description of the period unit,期間単位説明,対象期間単位の説明。
3,gl-bus:sourceApplication,gl-bus:sourceApplicationItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:sourceApplication,False,0,1,xbrli:stringItemType,Source Application,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。
3,gl-bus:targetApplication,gl-bus:targetApplicationItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:targetApplication,False,0,1,xbrli:stringItemType,Target Application,Particular use for which file was generated.,対象アプリケーション,ファイルが作成された用途。
3,gl-muc:defaultCurrency,gl-muc:currencyItemType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-muc:defaultCurrency,False,0,1,xbrli:QNameItemType,Default Currency,"The default currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding",既定通貨,XBRLインスタンス内に指定する方法のかわりに、金額の既定の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。
3,gl-srcd:summaryReportingTaxonomies,gl-srcd:summaryReportingTaxonomiesComplexType,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomies,False,0,unbounded,,Summary Reporting Taxonomies,Identifies and provides information about one or more target reporting taxonomies to which the data represented in the document rolls up to.,【集約報告タクソノミ】,この文書で示されたデータのロールアップ先となる、1つ以上の報告タクソノミの情報を、識別し提供する。
2,gl-cor:entityInformation,gl-cor:entityInformationComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation,True,0,1,,Entity Information section,Holder for entity information - information about the reporting organization.,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。
3,gl-bus:entityPhoneNumber,gl-bus:entityPhoneNumberComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber,True,0,unbounded,,Entity Phone Number,Primary phone number of the entity.,【事業体電話番号】,事業体の主要電話番号情報。
4,gl-bus:phoneNumberDescription,gl-gen:phoneNumberDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber/gl-bus:phoneNumberDescription,False,0,1,xbrli:tokenItemType,Entity Phone Number Description,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",事業体電話番号説明,"代表、IR用などの、事業体の電話番号の説明。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)"
4,gl-bus:phoneNumber,gl-gen:phoneNumberItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber/gl-bus:phoneNumber,False,0,1,xbrli:stringItemType,Entity Phone Number,Phone number referred to in 'phoneNumberDescription',事業体電話番号,phoneNumberDescriptionで示される電話番号。
3,gl-bus:entityFaxNumberStructure,gl-bus:entityFaxNumberComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure,True,0,unbounded,,Entity Fax Number Structure,Tuple for holding company fax information.,【事業体FAX番号】,事業体のFAX番号情報のタプル。
4,gl-bus:entityFaxNumberUsage,gl-gen:faxNumberUsageItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure/gl-bus:entityFaxNumberUsage,False,0,1,xbrli:stringItemType,Entity Fax Number Usage,"Company fax number usage (e.g. orders, head office, IR)",事業体FAX番号用途,事業体のFAX番号の用途。(注文、本社、IRなど)
4,gl-bus:entityFaxNumber,gl-gen:faxNumberItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure/gl-bus:entityFaxNumber,False,0,1,xbrli:stringItemType,Entity Fax Number,Company Fax Number,事業体FAX番号,事業体のFAX番号。
3,gl-bus:entityEmailAddressStructure,gl-bus:entityEmailAddressStructureComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure,True,0,unbounded,,Entity Email Address Structure,Tuple for holding company email information.,【事業体Eメールアドレス】,事業体のEメールアドレス情報のタプル。
4,gl-bus:entityEmailAddressUsage,gl-gen:emailAddressUsageItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure/gl-bus:entityEmailAddressUsage,False,0,1,xbrli:stringItemType,Entity Email Address Usage,"Company email address usage (e.g. orders, head office, IR)",事業体Eメールアドレス用途,事業体のEメールアドレスの用途。(注文、本社、IRなど)
4,gl-bus:entityEmailAddress,gl-gen:emailAddressItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure/gl-bus:entityEmailAddress,False,0,1,xbrli:stringItemType,Entity Email Address,Company Email Address,事業体Eメールアドレス,事業体のEメールアドレス。
3,gl-bus:organizationAccountingMethodPurposeDefault,gl-bus:accountingMethodPurposeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodPurposeDefault,False,0,1,xbrli:tokenItemType,Default Accounting Method Purpose,"If not stated explicitly at the line level, the default reporting purpose - from book, tax, management, statutory, other",既定会計処理方法目的,"明細レベルで明確に指定しない場合の、既定の報告目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)"
3,gl-bus:organizationAccountingMethodPurposeDefaultDescription,gl-bus:organizationAccountingMethodPurposeDefaultDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodPurposeDefaultDescription,False,0,1,xbrli:stringItemType,Default Accounting Method Purpose Description,Free format description of the default accounting method purpose,既定会計処理方法目的説明,既定の会計処理方法目的の説明。
3,gl-bus:organizationIdentifiers,gl-bus:organizationIdentifiersComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers,True,0,unbounded,,Identifiers,Section which contains various identifiers for the company.,【識別子】,組織に関する様々な識別子を含むセクション。
4,gl-bus:organizationIdentifier,gl-bus:organizationIdentifierItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers/gl-bus:organizationIdentifier,False,0,1,xbrli:stringItemType,Organization Identifier,"Code representing the company or organization whose data this file represents: used for situations where one user (e.g., a CPA) needs to keep track of multiple organizations' files (e.g., multiple clients). Can be EIN#, client #, internal/external identifier, SIC code. Codes which identifies the entity. Includes the code identifier of the authority issuing the code, a colon, and the code itself. For example, CIK:01234567 for the CIK number issued by SEC EDGAR.",事業体識別子,このファイルでデータを表現している会社や組織のコード。ひとりのユーザ(例えば、公認会計士)が複数の組織(例えば、複数の顧客)のファイルを把握する必要がある場合に使用される。 EIN番号、顧客番号、内部/外部識別子、SICコードであってよい。事業体の識別子をコード化する。コードを発行する権威ある組織のコード識別子、コロン、およびコードそのものを含む。 例えば、SEC　EDGARが発行したCIK番号　CIK: 01234567。
4,gl-bus:organizationDescription,gl-bus:organizationDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers/gl-bus:organizationDescription,False,0,1,xbrli:stringItemType,Organization Description,Text for organization identified by organizationIdentifier. Any descriptive information about the code.,事業体説明,organizationIdentifierによって特定された組織の説明文。 コードに関するなんらかの記述情報。
3,gl-bus:organizationAddress,gl-bus:organizationAddressComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress,True,0,unbounded,,Address,Address structure for the reporting entity,【住所】,報告事業体の住所構造体。
4,gl-bus:organizationAddressName,gl-bus:organizationAddressNameItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressName,False,0,1,xbrli:stringItemType,Address Name,Name of organization used at this address,住所名,この住所で使用される組織の名前。
4,gl-bus:organizationAddressDescription,gl-bus:organizationAddressDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressDescription,False,0,1,xbrli:stringItemType,Address Description,"Description of the address, such as Mailing, Physical, Investor Relations, etc.",住所説明,住所の説明。郵送先、実体、投資家向けなど。
4,gl-bus:organizationAddressPurpose,gl-bus:organizationAddressPurposeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressPurpose,False,0,1,xbrli:stringItemType,Address Purpose,"Freeform for codes like shipping, billing, mailing at address level.  Allows identification of multiple purpose addresses for each address of the reporting organization.",住所目的,配送、請求、郵送のような、住所レベルのコードの自由記述。個々の報告組織の住所ごとに、複数の住所を識別する。
4,gl-bus:organizationAddressLocationIdentifier,gl-bus:locationIdentifierItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressLocationIdentifier,False,0,1,xbrli:stringItemType,Location Identifier,A code used to identify the location and to associate it with contacts and transactions,所在地識別子,位置を識別したり、窓口や取引と関係付けるコード。
4,gl-bus:organizationBuildingNumber,gl-bus:organizationBuildingNumberItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationBuildingNumber,False,0,1,xbrli:stringItemType,Building Number,Building Number,建物番号,建物番号。
4,gl-bus:organizationAddressStreet,gl-bus:organizationAddressStreetItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStreet,False,0,1,xbrli:stringItemType,Street,Street address,通り,住所の通り。
4,gl-bus:organizationAddressStreet2,gl-bus:organizationAddressStreet2ItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStreet2,False,0,1,xbrli:stringItemType,Address Detail,Address Detail,住所詳細,住所詳細。
4,gl-bus:organizationAddressCity,gl-bus:organizationAddressCityItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressCity,False,0,1,xbrli:stringItemType,City,City or town of the address.,都市,住所の都市や町。
4,gl-bus:organizationAddressStateOrProvince,gl-bus:organizationAddressStateOrProvinceItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStateOrProvince,False,0,1,xbrli:stringItemType,State or Province,"State, province or region of the address.",州,住所の州や地方。
4,gl-bus:organizationAddressZipOrPostalCode,gl-bus:organizationAddressZipOrPostalCodeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressZipOrPostalCode,False,0,1,xbrli:stringItemType,Zip or Postal Code,Zip or other postal code of the address.,郵便番号,住所の郵便番号。
4,gl-bus:organizationAddressCountry,gl-bus:organizationAddressCountryItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressCountry,False,0,1,xbrli:stringItemType,Country,Country of the address.,国,住所の国。
4,gl-bus:organizationAddressActive,gl-gen:activeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressActive,False,0,1,xbrli:booleanItemType,Address Active,"Boolean to indicate whether the address is active (=""true"") or inactive (=""false"")",住所有効性,住所が有効か無効かを示すブール値。
3,gl-bus:entityWebSite,gl-bus:entityWebSiteComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite,True,0,unbounded,,Entity Web Site,Primary web site of the entity.,【事業体Webサイト】,事業体の代表ウェブサイト。
4,gl-bus:webSiteDescription,gl-bus:webSiteDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite/gl-bus:webSiteDescription,False,0,1,xbrli:stringItemType,Web Site Description,Description of the web site.,Webサイト説明,ウェブサイトの説明。
4,gl-bus:webSiteURL,gl-bus:webSiteURLItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite/gl-bus:webSiteURL,False,0,1,xbrli:anyURIItemType,Web Site URL,Valid URL of the web site. Should be full URL.,WebサイトURL,ウェブサイトの有効なURL。 完全なURLであるべき。
3,gl-bus:contactInformation,gl-bus:contactInformationComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation,True,0,unbounded,,Contact Information,Information about contacts.,【担当者情報】,担当者に関する情報。
4,gl-bus:contactPrefix,gl-bus:contactPrefixItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactPrefix,False,0,1,xbrli:stringItemType,Prefix,"Prefix (e.g. Dr., Mr., Mrs.)",敬称,敬称(Dr.、Mr.、Mrs.など)
4,gl-bus:contactLastName,gl-bus:contactLastNameItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactLastName,False,0,1,xbrli:stringItemType,Last Name,Last or family name,姓,姓
4,gl-bus:contactFirstName,gl-bus:contactFirstNameItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactFirstName,False,0,1,xbrli:stringItemType,First Name,First or given name,名,名、クリスチャンネーム
4,gl-bus:contactSuffix,gl-bus:contactSuffixItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactSuffix,False,0,1,xbrli:stringItemType,Suffix,"Suffix (e.g. MD, CPA, Jr.)",付加名称,付加名称(MD、CPA、Jr.など)
4,gl-bus:contactAttentionLine,gl-bus:contactAttentionLineItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactAttentionLine,False,0,1,xbrli:stringItemType,Attention Line,Attention Line,アテンションライン,アテンションライン
4,gl-bus:contactPositionRole,gl-bus:contactPositionRoleItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactPositionRole,False,0,1,xbrli:stringItemType,Position/Role,Position or role,地位/役職,地位や役職。
4,gl-bus:contactPhone,gl-bus:contactPhoneNumberComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactPhone,True,0,unbounded,,Contact Phone Number,Contact Phone Number,【担当者電話番号】,担当者の電話番号。
5,gl-bus:contactPhoneNumberDescription,gl-gen:phoneNumberDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactPhone/gl-bus:contactPhoneNumberDescription,False,0,1,xbrli:tokenItemType,Contact Phone Number Description,"Contact Phone Number Description such as Main, Investor relations, etc. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",担当者電話番号説明,"代表、IR用などの、担当者電話番号の説明。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他)"
5,gl-bus:contactPhoneNumber,gl-gen:phoneNumberItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactPhone/gl-bus:contactPhoneNumber,False,0,1,xbrli:stringItemType,Contact Phone Number,Contact phone number referred to in the description.,担当者電話番号,説明で示される担当者の電話番号。
4,gl-bus:contactFax,gl-bus:contactFaxNumberComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactFax,True,0,unbounded,,Contact Fax Number Structure,Contact Fax Number Structure,【担当者FAX番号】,担当者のFAX番号の構造体。
5,gl-bus:contactFaxNumberUsage,gl-gen:faxNumberUsageItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactFax/gl-bus:contactFaxNumberUsage,False,0,1,xbrli:stringItemType,Contact Fax Number Usage,"Contact Fax Number Usage (e.g. orders, head office, IR)",担当者FAX番号用途,担当者のFAX番号の用途。(注文、本社、IRなど)
5,gl-bus:contactFaxNumber,gl-gen:faxNumberItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactFax/gl-bus:contactFaxNumber,False,0,1,xbrli:stringItemType,Contact Fax Number,Contact Fax Number,担当者FAX番号,担当者のFAX番号。
4,gl-bus:contactEMail,gl-bus:contactEmailAddressStructureComplexType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactEMail,True,0,unbounded,,Contact Email Address Structure,Contact E-mail address structure,【担当者Eメールアドレス】,担当者のEメールアドレスの構造体。
5,gl-bus:contactEmailAddressUsage,gl-gen:emailAddressUsageItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactEMail/gl-bus:contactEmailAddressUsage,False,0,1,xbrli:stringItemType,Contact Email Address Usage,"Contact email address usage (e.g. orders, head office, IR)",担当者Eメールアドレス用途,担当者のEメールアドレスの用途。(注文、本社、IRなど)
5,gl-bus:contactEmailAddress,gl-gen:emailAddressItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactEMail/gl-bus:contactEmailAddress,False,0,1,xbrli:stringItemType,Contact Email Address,Contact email address,担当者Eメールアドレス,担当者のEメールアドレス。
4,gl-bus:contactType,gl-bus:contactTypeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactType,False,0,1,xbrli:stringItemType,Role of Contact,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計事務所。
4,gl-bus:contactLocationIdentifierCrossReference,gl-bus:locationIdentifierItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactLocationIdentifierCrossReference,False,0,1,xbrli:stringItemType,Location ID cross reference,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。
4,gl-bus:contactActive,gl-gen:activeItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation/gl-bus:contactActive,False,0,1,xbrli:booleanItemType,Contact Active,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",担当者有効性,担当者が有効か無効かを示すブール値。
3,gl-bus:businessDescription,gl-bus:businessDescriptionItemType,/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:businessDescription,False,0,1,xbrli:stringItemType,Business Description,Description of the nature of the business of the entity.,業種説明,事業体の事業の種類についての説明。
