Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance
2021-04-01,* 月初残高,10E201040,水道光熱費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E300020,支払利息,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200200,消耗品費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E201160,図書費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200020,販売手数料,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200090,役員報酬,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E201000,修繕維持費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200870,運賃,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200240,保険料,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200730,借地借家料,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E200540,法定福利費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10D100102,電子取引以外売上高,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10D100110,売上値引及び戻り高,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10E100130,当期商品仕入高,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,480000
2021-04-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,1528000
2021-04-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,7842000
2021-04-01,* 月初残高,10E200370,給料及び手当,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10D100101,電子取引売上高,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,2864378
2021-04-01,* 月初残高,10B100650,未払事業所税,,,,,0,0,,,,,,,1862000
2021-04-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,4947100
2021-04-01,* 月初残高,10E200130,賞与,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,63013226
2021-04-01,* 月初残高,10E100140,商品期末たな卸高,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,2001693400
2021-04-01,* 月初残高,10E200220,減価償却費,,,,,0,0,,,,,,,0
2021-04-01,* 月初残高,10B200080,長期借入金,,,,,0,0,,,,,,,14000000
2021-04-01,* 月初残高,10E100100,商品期首たな卸高,,,,,0,0,,,,,,,0
2021-04-01,旅費,10A100020,現金及び預金,,,,,0,19500,10E201230,旅費及び交通費,,,,,73640397
2021-04-01,旅費,10E201230,旅費及び交通費,,,,,19500,0,10A100020,現金及び預金,,,,,19500
2021-04-01,旅費,10A100020,現金及び預金,,,,,0,10000,10E201230,旅費及び交通費,,,,,73630397
2021-04-01,旅費,10E201230,旅費及び交通費,,,,,10000,0,10A100020,現金及び預金,,,,,29500
2021-04-02,証明書発行手数料,10A100020,現金及び預金,,,,,0,1050,10E200180,通信費,,,,,73629347
2021-04-02,証明書発行手数料,10E200180,通信費,,,,,1050,0,10A100020,現金及び預金,,,,,1050
2021-04-02,高速代,10A100020,現金及び預金,,,,,0,2458,10E201120,車両費,,,,,73626889
2021-04-02,駐車代,10A100020,現金及び預金,,,,,0,591,10E201120,車両費,,,,,73626298
2021-04-02,ガソリン代,10A100020,現金及び預金,,,,,0,4620,10E201120,車両費,,,,,73621678
2021-04-02,洗車券代,10A100020,現金及び預金,,,,,0,5715,10E201120,車両費,,,,,73615963
2021-04-02,高速代,10E201120,車両費,,,,,2458,0,10A100020,現金及び預金,,,,,2458
2021-04-02,駐車代,10E201120,車両費,,,,,591,0,10A100020,現金及び預金,,,,,3049
2021-04-02,ガソリン代,10E201120,車両費,,,,,4620,0,10A100020,現金及び預金,,,,,7669
2021-04-02,洗車券代,10E201120,車両費,,,,,5715,0,10A100020,現金及び預金,,,,,13384
2021-04-02,旅費,10A100020,現金及び預金,,,,,0,11000,10E201230,旅費及び交通費,,,,,73604963
2021-04-02,旅費,10E201230,旅費及び交通費,,,,,11000,0,10A100020,現金及び預金,,,,,40500
2021-04-02,トイレットペーパー他,10A100020,現金及び預金,,,,,0,2970,10E201270,雑費,,,,,73601993
2021-04-02,トイレットペーパー他,10E201270,雑費,,,,,2970,0,10A100020,現金及び預金,,,,,2970
2021-04-03,用紙,10A100020,現金及び預金,,,,,0,15600,10E201110,事務用消耗品費,,,,,73586393
2021-04-03,用紙,10E201110,事務用消耗品費,,,,,15600,0,10A100020,現金及び預金,,,,,15600
2021-04-03,結婚式会費,10A100020,現金及び預金,,,,,0,12000,10E200150,交際費,,,,,73574393
2021-04-03,結婚式会費,10E200150,交際費,,,,,12000,0,10A100020,現金及び預金,,,,,12000
2021-04-04,ガソリン代,10A100020,現金及び預金,,,,,0,6486,10E201120,車両費,,,,,73567907
2021-04-04,高速代,10A100020,現金及び預金,,,,,0,9715,10E201120,車両費,,,,,73558192
2021-04-04,駐車代,10A100020,現金及び預金,,,,,0,1200,10E201120,車両費,,,,,73556992
2021-04-04,ガソリン代,10E201120,車両費,,,,,6486,0,10A100020,現金及び預金,,,,,19870
2021-04-04,高速代,10E201120,車両費,,,,,9715,0,10A100020,現金及び預金,,,,,29585
2021-04-04,駐車代,10E201120,車両費,,,,,1200,0,10A100020,現金及び預金,,,,,30785
2021-04-05,税理士報酬,10A100020,現金及び預金,20,みずほ 本店,,,0,139710,10E200600,支払報酬,,,,,73417282
2021-04-05,税理士報酬,10E200600,支払報酬,,,,,139710,0,10A100020,現金及び預金,20,みずほ 本店,,,139710
2021-04-05,制服代,10B100630,未払金,,,,,0,55630,10E200140,福利厚生費,,,,,57640322
2021-04-05,制服代,10E200140,福利厚生費,,,,,55630,0,10B100630,未払金,,,,,55630
2021-04-05,4月5日伝票No190株式会社 渡辺産業,10A100020,現金及び預金,50,福岡 北九州,,,2959035,0,10A100090,売掛金,22,㈱渡辺産業,,,76376317
2021-04-05,4月5日伝票No190株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,2959035,10A100020,現金及び預金,50,福岡 北九州,,,8127853688
2021-04-05,4月5日伝票No190株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,630,10E200690,支払手数料,,,,,8127853058
2021-04-05,4月5日伝票No190株式会社 渡辺産業,10E200690,支払手数料,,,,,630,0,10A100090,売掛金,22,㈱渡辺産業,,,630
2021-04-05,4月5日伝票No191佐々木販売株式会社,10A100020,現金及び預金,20,みずほ 本店,,,1508295,0,10A100090,売掛金,26,佐々木販売㈱,,,77884612
2021-04-05,4月5日伝票No191佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,1508295,10A100020,現金及び預金,20,みずほ 本店,,,8126344763
2021-04-05,4月5日伝票No191佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,472,10E200690,支払手数料,,,,,8126344291
2021-04-05,4月5日伝票No191佐々木販売株式会社,10E200690,支払手数料,,,,,472,0,10A100090,売掛金,26,佐々木販売㈱,,,1102
2021-04-05,4月5日伝票No192岩下物産株式会社,10A100020,現金及び預金,30,三井 名古屋,,,2171384,0,10A100090,売掛金,27,岩下物産㈱,,,80055996
2021-04-05,4月5日伝票No192岩下物産株式会社,10A100090,売掛金,27,岩下物産㈱,,,0,2171384,10A100020,現金及び預金,30,三井 名古屋,,,8124172907
2021-04-05,4月5日伝票No192岩下物産株式会社,10A100090,売掛金,27,岩下物産㈱,,,0,735,10E200690,支払手数料,,,,,8124172172
2021-04-05,4月5日伝票No192岩下物産株式会社,10E200690,支払手数料,,,,,735,0,10A100090,売掛金,27,岩下物産㈱,,,1837
2021-04-05,制服代,10B100630,未払金,,,,,0,56000,10E200140,福利厚生費,,,,,57696322
2021-04-05,制服代,10E200140,福利厚生費,,,,,56000,0,10B100630,未払金,,,,,111630
2021-04-06,ガソリン代,10A100020,現金及び預金,,,,,0,4224,10E201120,車両費,,,,,80051772
2021-04-06,ガソリン代,10E201120,車両費,,,,,4224,0,10A100020,現金及び預金,,,,,35009
2021-04-06,食事代 ホテルララダ2名,10A100020,現金及び預金,,,,,0,5372,10E200150,交際費,,,,,80046400
2021-04-06,飲食代 スナック北新地,10A100020,現金及び預金,,,,,0,30648,10E200150,交際費,,,,,80015752
2021-04-06,食事代 ホテルララダ2名,10E200150,交際費,,,,,5372,0,10A100020,現金及び預金,,,,,17372
2021-04-06,飲食代 スナック北新地,10E200150,交際費,,,,,30648,0,10A100020,現金及び預金,,,,,48020
2021-04-06,タクシー代,10A100020,現金及び預金,,,,,0,2290,10E201230,旅費及び交通費,,,,,80013462
2021-04-06,タクシー代,10E201230,旅費及び交通費,,,,,2290,0,10A100020,現金及び預金,,,,,42790
2021-04-06,切手代,10A100020,現金及び預金,,,,,0,40000,10E200180,通信費,,,,,79973462
2021-04-06,切手代,10E200180,通信費,,,,,40000,0,10A100020,現金及び預金,,,,,41050
2021-04-06,収入印紙,10A100020,現金及び預金,,,,,0,6000,10E200210,租税公課,,,,,79967462
2021-04-06,収入印紙,10E200210,租税公課,,,,,6000,0,10A100020,現金及び預金,,,,,6000
2021-04-06,ガソリン代,10B100630,未払金,,,,,0,5126,10E201120,車両費,,,,,57701448
2021-04-06,ガソリン代,10E201120,車両費,,,,,5126,0,10B100630,未払金,,,,,40135
2021-04-06,出張旅費,10A100020,現金及び預金,,,,,0,7500,10E201230,旅費及び交通費,,,,,79959962
2021-04-06,出張旅費,10E201230,旅費及び交通費,,,,,7500,0,10A100020,現金及び預金,,,,,50290
2021-04-06,ゴルフプレー代2名,10A100020,現金及び預金,,,,,0,26500,10E200150,交際費,,,,,79933462
2021-04-06,ゴルフプレー代2名,10E200150,交際費,,,,,26500,0,10A100020,現金及び預金,,,,,74520
2021-04-06,資金移動,10A100020,現金及び預金,40,三菱東京 梅田,,,1000000,0,10A100020,現金及び預金,20,みずほ 本店,,,80933462
2021-04-06,資金移動,10A100020,現金及び預金,20,みずほ 本店,,,0,1000000,10A100020,現金及び預金,40,三菱東京 梅田,,,79933462
2021-04-06,昼食代 フロンティホテル,10A100020,現金及び預金,,,,,0,4650,10E200150,交際費,,,,,79928812
2021-04-06,昼食代 フロンティホテル,10E200150,交際費,,,,,4650,0,10A100020,現金及び預金,,,,,79170
2021-04-06,切手代,10A100020,現金及び預金,,,,,0,70000,10E200180,通信費,,,,,79858812
2021-04-06,切手代,10E200180,通信費,,,,,70000,0,10A100020,現金及び預金,,,,,111050
2021-04-07,手土産代 阿部商店,10A100020,現金及び預金,,,,,0,1050,10E200150,交際費,,,,,79857762
2021-04-07,手土産代 阿部商店,10E200150,交際費,,,,,1050,0,10A100020,現金及び預金,,,,,80220
2021-04-07,旅費,10A100020,現金及び預金,,,,,0,39000,10E201230,旅費及び交通費,,,,,79818762
2021-04-07,旅費,10E201230,旅費及び交通費,,,,,39000,0,10A100020,現金及び預金,,,,,89290
2021-04-07,JR代,10A100020,現金及び預金,,,,,0,69500,10E201230,旅費及び交通費,,,,,79749262
2021-04-07,JR代,10E201230,旅費及び交通費,,,,,69500,0,10A100020,現金及び預金,,,,,158790
2021-04-07,旅費,10A100020,現金及び預金,,,,,0,50000,10E201230,旅費及び交通費,,,,,79699262
2021-04-07,旅費,10E201230,旅費及び交通費,,,,,50000,0,10A100020,現金及び預金,,,,,208790
2021-04-07,手土産代 阿部商事,10A100020,現金及び預金,,,,,0,6630,10E200150,交際費,,,,,79692632
2021-04-07,手土産代 阿部商事,10E200150,交際費,,,,,6630,0,10A100020,現金及び預金,,,,,86850
2021-04-07,旅費,10A100020,現金及び預金,,,,,0,21500,10E201230,旅費及び交通費,,,,,79671132
2021-04-07,旅費,10E201230,旅費及び交通費,,,,,21500,0,10A100020,現金及び預金,,,,,230290
2021-04-07,JR代,10A100020,現金及び預金,,,,,0,97800,10E201230,旅費及び交通費,,,,,79573332
2021-04-07,JR代,10E201230,旅費及び交通費,,,,,97800,0,10A100020,現金及び預金,,,,,328090
2021-04-07,旅費,10A100020,現金及び預金,,,,,0,70000,10E201230,旅費及び交通費,,,,,79503332
2021-04-07,旅費,10E201230,旅費及び交通費,,,,,70000,0,10A100020,現金及び預金,,,,,398090
2021-04-07,お茶代,10A100020,現金及び預金,,,,,0,1332,10E201270,雑費,,,,,79502000
2021-04-07,コーヒー代,10A100020,現金及び預金,,,,,0,2839,10E201270,雑費,,,,,79499161
2021-04-07,お茶代,10E201270,雑費,,,,,1332,0,10A100020,現金及び預金,,,,,4302
2021-04-07,コーヒー代,10E201270,雑費,,,,,2839,0,10A100020,現金及び預金,,,,,7141
2021-04-08,ガソリン代,10A100020,現金及び預金,,,,,0,7135,10E201120,車両費,,,,,79492026
2021-04-08,ガソリン代,10E201120,車両費,,,,,7135,0,10A100020,現金及び預金,,,,,47270
2021-04-08,高速代,10A100020,現金及び預金,,,,,0,1200,10E201120,車両費,,,,,79490826
2021-04-08,高速代,10E201120,車両費,,,,,1200,0,10A100020,現金及び預金,,,,,48470
2021-04-10,電話代,10A100020,現金及び預金,40,三菱東京 梅田,,,0,246816,10E200180,通信費,,,,,79244010
2021-04-10,電話代,10E200180,通信費,,,,,246816,0,10A100020,現金及び預金,40,三菱東京 梅田,,,357866
2021-04-10,家賃支払い,10A100020,現金及び預金,30,三井 名古屋,,,0,399000,10E200720,地代家賃,,,,,78845010
2021-04-10,家賃支払い,10E200720,地代家賃,,,,,399000,0,10A100020,現金及び預金,30,三井 名古屋,,,399000
2021-04-10,食事代 うどん亭4名,10A100020,現金及び預金,,,,,0,5760,10E200150,交際費,,,,,78839250
2021-04-10,食事代 うどん亭4名,10E200150,交際費,,,,,5760,0,10A100020,現金及び預金,,,,,92610
2021-04-10,航空券代,10A100020,現金及び預金,50,福岡 北九州,,,0,22200,10E201230,旅費及び交通費,,,,,78817050
2021-04-10,航空券代,10E201230,旅費及び交通費,,,,,22200,0,10A100020,現金及び預金,50,福岡 北九州,,,420290
2021-04-10,会議 食事代,10A100020,現金及び預金,,,,,0,24995,10E201130,会議費,,,,,78792055
2021-04-10,会議 食事代,10E201130,会議費,,,,,24995,0,10A100020,現金及び預金,,,,,24995
2021-04-10,家賃支払い,10A100020,現金及び預金,50,福岡 北九州,,,0,630000,10E200720,地代家賃,,,,,78162055
2021-04-10,電話代,10A100020,現金及び預金,50,福岡 北九州,,,0,166012,10E200180,通信費,,,,,77996043
2021-04-10,電話代,10E200180,通信費,,,,,166012,0,10A100020,現金及び預金,50,福岡 北九州,,,523878
2021-04-10,家賃支払い,10E200720,地代家賃,,,,,630000,0,10A100020,現金及び預金,50,福岡 北九州,,,1029000
2021-04-10,有線,10B100630,未払金,,,,,0,6000,10E201270,雑費,,,,,57707448
2021-04-10,警備料,10B100630,未払金,,,,,0,42858,10E201270,雑費,,,,,57750306
2021-04-10,有線,10E201270,雑費,,,,,6000,0,10B100630,未払金,,,,,13141
2021-04-10,警備料,10E201270,雑費,,,,,42858,0,10B100630,未払金,,,,,55999
2021-04-10,源泉税支払,10A100020,現金及び預金,20,みずほ 本店,,,0,224870,10B100690,預り金,3,源泉税,,,77771173
2021-04-10,住民税支払,10A100020,現金及び預金,20,みずほ 本店,,,0,467700,10B100690,預り金,2,住民税,,,77303473
2021-04-10,源泉税支払,10B100690,預り金,3,源泉税,,,224870,0,10A100020,現金及び預金,20,みずほ 本店,,,2084705
2021-04-10,住民税支払,10B100690,預り金,2,住民税,,,467700,0,10A100020,現金及び預金,20,みずほ 本店,,,1617005
2021-04-10,家賃支払,10A100020,現金及び預金,20,みずほ 本店,,,0,1260000,10E200720,地代家賃,,,,,76043473
2021-04-10,家賃支払,10E200720,地代家賃,,,,,1260000,0,10A100020,現金及び預金,20,みずほ 本店,,,2289000
2021-04-10,家賃支払,10A100020,現金及び預金,40,三菱東京 梅田,,,0,840000,10E200720,地代家賃,,,,,75203473
2021-04-10,家賃支払,10E200720,地代家賃,,,,,840000,0,10A100020,現金及び預金,40,三菱東京 梅田,,,3129000
2021-04-10,有線,10B100630,未払金,,,,,0,5000,10E201270,雑費,,,,,57755306
2021-04-10,警備料,10B100630,未払金,,,,,0,34286,10E201270,雑費,,,,,57789592
2021-04-10,有線,10E201270,雑費,,,,,5000,0,10B100630,未払金,,,,,60999
2021-04-10,警備料,10E201270,雑費,,,,,34286,0,10B100630,未払金,,,,,95285
2021-04-10,旅費,10A100020,現金及び預金,,,,,0,10450,10E201230,旅費及び交通費,,,,,75193023
2021-04-10,旅費,10E201230,旅費及び交通費,,,,,10450,0,10A100020,現金及び預金,,,,,430740
2021-04-10,4月10日伝票No193株式会社 ミナミ,10A100020,現金及び預金,30,三井 名古屋,,,1428451,0,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,76621474
2021-04-10,4月10日伝票No193株式会社 ミナミ,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,0,1428451,10A100020,現金及び預金,30,三井 名古屋,,,8122743721
2021-04-10,4月10日伝票No193株式会社 ミナミ,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,0,735,10E200690,支払手数料,,,,,8122742986
2021-04-10,4月10日伝票No193株式会社 ミナミ,10E200690,支払手数料,,,,,735,0,10A100090,売掛金,19,㈱ﾐﾅﾐ,,,2572
2021-04-10,4月10日伝票No194かめだデパート,10A100060,受取手形,,,,,7862107,0,10A100090,売掛金,28,かめだﾃﾞﾊﾟｰﾄ,,,85493543
2021-04-10,4月10日伝票No194かめだデパート,10A100090,売掛金,28,かめだﾃﾞﾊﾟｰﾄ,,,0,7862107,10A100060,受取手形,,,,,8114880879
2021-04-10,4月10日伝票No472株式会社 チェック,10A100090,売掛金,3,㈱ﾁｪｯｸ,,,0,1961954,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,8112918925
2021-04-10,4月10日伝票No472株式会社 チェック,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,1961954,0,10A100090,売掛金,3,㈱ﾁｪｯｸ,,,262089147
2021-04-10,4月10日伝票No494株式会社 藤田東京本社,10A100020,現金及び預金,20,みずほ 本店,,,18417920,0,10A100090,売掛金,14,㈱藤田,,,95039394
2021-04-10,4月10日伝票No494株式会社 藤田東京本社,10A100090,売掛金,14,㈱藤田,,,0,18417920,10A100020,現金及び預金,20,みずほ 本店,,,8094501005
2021-04-10,4月10日伝票No494株式会社 藤田東京本社,10A100090,売掛金,14,㈱藤田,,,0,840,10E200690,支払手数料,,,,,8094500165
2021-04-10,4月10日伝票No494株式会社 藤田東京本社,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,14,㈱藤田,,,3412
2021-04-10,4月10日伝票No271株式会社 チェック,10B100030,支払手形,,,,,0,7368349,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,59620084
2021-04-10,4月10日伝票No271株式会社 チェック,10B100040,買掛金,3,㈱ﾁｪｯｸ,,,7368349,0,10B100030,支払手形,,,,,254720798
2021-04-10,4月10日伝票No273株式会社 山下,10A100020,現金及び預金,20,みずほ 本店,,,0,402696,10B100040,買掛金,8,㈱山下,,,94636698
2021-04-10,4月10日伝票No273株式会社 山下,10B100040,買掛金,8,㈱山下,,,402696,0,10A100020,現金及び預金,20,みずほ 本店,,,254318102
2021-04-10,手形期日落日 チェック,10A100020,現金及び預金,1,みずほ銀行,,,0,7322934,10B100030,支払手形,,,,,87313764
2021-04-10,手形期日落日 チェック,10B100030,支払手形,,,,,7322934,0,10A100020,現金及び預金,1,みずほ銀行,,,52297150
2021-04-10,家賃支払い,10A100020,現金及び預金,10,北海道 駅前,,,0,320000,10E200720,地代家賃,,,,,86993764
2021-04-10,電話代,10A100020,現金及び預金,10,北海道 駅前,,,0,164130,10E200180,通信費,,,,,86829634
2021-04-10,電話代,10E200180,通信費,,,,,164130,0,10A100020,現金及び預金,10,北海道 駅前,,,688008
2021-04-10,家賃支払い,10E200720,地代家賃,,,,,320000,0,10A100020,現金及び預金,10,北海道 駅前,,,3449000
2021-04-10,電話代,10A100020,現金及び預金,30,三井 名古屋,,,0,129188,10E200180,通信費,,,,,86700446
2021-04-10,電話代,10E200180,通信費,,,,,129188,0,10A100020,現金及び預金,30,三井 名古屋,,,817196
2021-04-11,資金移動,10A100020,現金及び預金,1,みずほ銀行,,,9000000,0,10A100020,現金及び預金,20,みずほ 本店,,,95700446
2021-04-11,引き出し,10A100020,現金及び預金,,,,,2000000,0,10A100020,現金及び預金,20,みずほ 本店,,,97700446
2021-04-11,資金移動,10A100020,現金及び預金,20,みずほ 本店,,,0,9000000,10A100020,現金及び預金,1,みずほ銀行,,,88700446
2021-04-11,引き出し,10A100020,現金及び預金,20,みずほ 本店,,,0,2000000,10A100020,現金及び預金,,,,,86700446
2021-04-11,飲食代 居酒屋富士6名,10A100020,現金及び預金,,,,,0,26530,10E200150,交際費,,,,,86673916
2021-04-11,飲食代 居酒屋富士6名,10E200150,交際費,,,,,26530,0,10A100020,現金及び預金,,,,,119140
2021-04-11,飲食代 スナック新世界6名,10A100020,現金及び預金,,,,,0,39000,10E200150,交際費,,,,,86634916
2021-04-11,飲食代 スナック新世界6名,10E200150,交際費,,,,,39000,0,10A100020,現金及び預金,,,,,158140
2021-04-12,ガソリン代,10A100020,現金及び預金,,,,,0,4500,10E201120,車両費,,,,,86630416
2021-04-12,駐車代,10A100020,現金及び預金,,,,,0,572,10E201120,車両費,,,,,86629844
2021-04-12,ガソリン代,10E201120,車両費,,,,,4500,0,10A100020,現金及び預金,,,,,52970
2021-04-12,駐車代,10E201120,車両費,,,,,572,0,10A100020,現金及び預金,,,,,53542
2021-04-12,旅費,10A100020,現金及び預金,,,,,0,10286,10E201230,旅費及び交通費,,,,,86619558
2021-04-12,タクシー代,10A100020,現金及び預金,,,,,0,4762,10E201230,旅費及び交通費,,,,,86614796
2021-04-12,旅費,10E201230,旅費及び交通費,,,,,10286,0,10A100020,現金及び預金,,,,,441026
2021-04-12,タクシー代,10E201230,旅費及び交通費,,,,,4762,0,10A100020,現金及び預金,,,,,445788
2021-04-12,タイヤ交換,10A100020,現金及び預金,,,,,0,74000,10E201120,車両費,,,,,86540796
2021-04-12,タイヤ交換,10E201120,車両費,,,,,74000,0,10A100020,現金及び預金,,,,,127542
2021-04-13,ガソリン代,10A100020,現金及び預金,,,,,0,3210,10E201120,車両費,,,,,86537586
2021-04-13,ガソリン代,10E201120,車両費,,,,,3210,0,10A100020,現金及び預金,,,,,130752
2021-04-13,ウォッシャー液代,10A100020,現金及び預金,,,,,0,572,10E201120,車両費,,,,,86537014
2021-04-13,高速代,10A100020,現金及び預金,,,,,0,2286,10E201120,車両費,,,,,86534728
2021-04-13,ガソリン代,10A100020,現金及び預金,,,,,0,5833,10E201120,車両費,,,,,86528895
2021-04-13,ウォッシャー液代,10E201120,車両費,,,,,572,0,10A100020,現金及び預金,,,,,131324
2021-04-13,高速代,10E201120,車両費,,,,,2286,0,10A100020,現金及び預金,,,,,133610
2021-04-13,ガソリン代,10E201120,車両費,,,,,5833,0,10A100020,現金及び預金,,,,,139443
2021-04-13,ゴルフプレー代,10A100020,現金及び預金,,,,,0,14000,10E200150,交際費,,,,,86514895
2021-04-13,ゴルフプレー代,10E200150,交際費,,,,,14000,0,10A100020,現金及び預金,,,,,172140
2021-04-13,出張旅費,10A100020,現金及び預金,,,,,0,15000,10E201230,旅費及び交通費,,,,,86499895
2021-04-13,出張旅費,10E201230,旅費及び交通費,,,,,15000,0,10A100020,現金及び預金,,,,,460788
2021-04-13,ウォッシャー液,10A100020,現金及び預金,,,,,0,351,10E201120,車両費,,,,,86499544
2021-04-13,駐車代,10A100020,現金及び預金,,,,,0,762,10E201120,車両費,,,,,86498782
2021-04-13,ウォッシャー液,10E201120,車両費,,,,,351,0,10A100020,現金及び預金,,,,,139794
2021-04-13,駐車代,10E201120,車両費,,,,,762,0,10A100020,現金及び預金,,,,,140556
2021-04-14,旅費,10A100020,現金及び預金,,,,,0,26667,10E201230,旅費及び交通費,,,,,86472115
2021-04-14,旅費,10A100020,現金及び預金,,,,,0,29524,10E201230,旅費及び交通費,,,,,86442591
2021-04-14,旅費,10A100020,現金及び預金,,,,,0,36667,10E201230,旅費及び交通費,,,,,86405924
2021-04-14,旅費,10E201230,旅費及び交通費,,,,,26667,0,10A100020,現金及び預金,,,,,487455
2021-04-14,旅費,10E201230,旅費及び交通費,,,,,29524,0,10A100020,現金及び預金,,,,,516979
2021-04-14,旅費,10E201230,旅費及び交通費,,,,,36667,0,10A100020,現金及び預金,,,,,553646
2021-04-14,ガソリン代,10A100020,現金及び預金,,,,,0,2341,10E201120,車両費,,,,,86403583
2021-04-14,駐車代,10A100020,現金及び預金,,,,,0,1762,10E201120,車両費,,,,,86401821
2021-04-14,高速代,10A100020,現金及び預金,,,,,0,3048,10E201120,車両費,,,,,86398773
2021-04-14,ガソリン代,10E201120,車両費,,,,,2341,0,10A100020,現金及び預金,,,,,142897
2021-04-14,駐車代,10E201120,車両費,,,,,1762,0,10A100020,現金及び預金,,,,,144659
2021-04-14,高速代,10E201120,車両費,,,,,3048,0,10A100020,現金及び預金,,,,,147707
2021-04-14,高速代,10A100020,現金及び預金,,,,,0,1505,10E201120,車両費,,,,,86397268
2021-04-14,駐車代,10A100020,現金及び預金,,,,,0,620,10E201120,車両費,,,,,86396648
