No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,action,label_local,definition_Local
66,2,Attribute,,Account Payable Payment Made,Debit or Credit Code,Code,,0..1,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",Accounts Payable,91,DEBIT CREDIT CODE
67,2,Attribute,,Account Payable Payment Made,Remark,Text,,0..1,Annotations or supplemental information for the payments made in accounts payable.,Accounts Payable,91,Text Medium
68,2,Composition,,Account Payable Payment Made,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Payable,91,
69,2,Composition,,Account Payable Payment Made,,,Amounts,0..1,The multi-currency monetary amounts representing the total cash paid amount within a specified accounting period.,Accounts Payable,91,
70,2,Reference Association,,Account Payable Payment Made,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,91,
71,2,Reference Association,,Account Payable Payment Made,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Payable,91,
72,2,Reference Association,,Account Payable Payment Made,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,91,
73,2,Reference Association,,Account Payable Payment Made,Credit,,Ledger Account,0..1,The ledger account for payments made that result in credit to accounts payable.,Accounts Payable,91,
74,2,Reference Association,,Account Payable Payment Made,Debit,,Ledger Account,0..1,The ledger account for payments made that result in a debit to accounts payable.,Accounts Payable,91,
75,2,Reference Association,,Account Payable Payment Made,,,Project,0..1,"A class that provides a comprehensive record of a project's financial details and progress, related to made payments in accounts payable.",Accounts Payable,91,
76,2,Reference Association,,Account Payable Payment Made,,,Purchase Contract,0..1,"A class encapsulating the aggregate details of purchase contracts including involved parties, terms, and specifics of the items to be procured.",Accounts Payable,91,
77,2,Reference Association,,Account Payable Payment Made,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Payable,91,
78,2,Reference Association,,Account Payable Payment Made,,,Supplier,0..1,A class containing essential information about suppliers.,Accounts Payable,91,
79,1,Class,,Account Receivable Adjustment,,,,,"A class contains records of modifications to invoice balances, such as write-offs or credit memos, that occurred within a specified timeframe.",Accounts Receivable,67,
80,2,Attribute,PK,Account Receivable Adjustment,ID,Identifier,,1..1,The unique identifier for the adjustment record.,Accounts Receivable,67,Identifier Long
81,2,Attribute,,Account Receivable Adjustment,Number,Char,,0..1,"The number for an adjustment record, ensuring the uniqueness of each adjustment transaction.",Accounts Receivable,67,Char Long
82,2,Attribute,,Account Receivable Adjustment,Type Name,Name,,0..1,Name of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier.,Accounts Receivable,67,Name Short
83,2,Attribute,,Account Receivable Adjustment,Document Number,Char,,0..1,The number for a document associated with an adjustment.,Accounts Receivable,67,Char Long
84,2,Attribute,,Account Receivable Adjustment,Date,Date,,0..1,Date on which an adjustment is recorded.,Accounts Receivable,67,DATE
85,2,Composition,,Account Receivable Adjustment,,,Account Receivable Adjustment Line,0..*,A class details the impact of financial adjustments on specific line items within an invoice.,Accounts Receivable,67,
86,2,Composition,,Account Receivable Adjustment,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Receivable,67,
87,2,Composition,,Account Receivable Adjustment,,,Amounts,0..1,The multi-currency monetary amounts representing adjustments made to accounts receivable balances within a specified accounting period.,Accounts Receivable,67,
88,2,Composition,,Account Receivable Adjustment,,,Tax,0..*,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Receivable,67,
89,2,Reference Association,,Account Receivable Adjustment,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,67,
90,2,Reference Association,,Account Receivable Adjustment,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,67,
91,2,Reference Association,,Account Receivable Adjustment,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,67,
92,2,Reference Association,,Account Receivable Adjustment,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,67,
93,2,Reference Association,,Account Receivable Adjustment,Credit,,Ledger Account,0..1,The ledger account for credit adjustments to accounts receivable.,Accounts Receivable,67,
94,2,Reference Association,,Account Receivable Adjustment,Debit,,Ledger Account,0..1,The ledger account for debit adjustments to accounts receivable.,Accounts Receivable,67,
95,2,Reference Association,,Account Receivable Adjustment,,,Sales Invoice,0..1,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,67,
96,1,Class,,Account Receivable Adjustment Line,,,,,A class details the impact of financial adjustments on specific line items within an invoice.,Accounts Receivable,69,
97,2,Attribute,PK,Account Receivable Adjustment Line,ID,Identifier,,1..1,The unique identifier for the line within an adjustment record.,Accounts Receivable,69,Identifier Medium
98,2,Attribute,,Account Receivable Adjustment Line,Number,Char,,0..1,The number of a line item within an account payable adjustment record,Accounts Receivable,69,Char Short
99,2,Composition,,Account Receivable Adjustment Line,,,Amounts,0..1,The multi-currency monetary amounts representing adjustments made to accounts receivable balances within a specified accounting period.,Accounts Receivable,69,
100,2,Composition,,Account Receivable Adjustment Line,,,Tax,0..*,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Receivable,69,
101,2,Reference Association,,Account Receivable Adjustment Line,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,69,
102,2,Reference Association,,Account Receivable Adjustment Line,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,69,
103,2,Reference Association,,Account Receivable Adjustment Line,Credit,,Ledger Account,0..1,The ledger account line item for credit adjustments within accounts receivable.,Accounts Receivable,69,
104,2,Reference Association,,Account Receivable Adjustment Line,Debit,,Ledger Account,0..1,The ledger account line item for debit adjustments within accounts receivable.,Accounts Receivable,69,
105,2,Reference Association,,Account Receivable Adjustment Line,,,Sales Invoice,0..1,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,69,
106,2,Reference Association,,Account Receivable Adjustment Line,,,Sales Invoice Line,0..1,"A class detailing individual products on sales invoices, integral to the three-way matching process that ensures billing accuracy and proper revenue reporting.",Accounts Receivable,69,
107,1,Class,,Account Receivable Cash Application,,,,,The class logs all payment transactions received during a certain period.,Accounts Receivable,65,
108,2,Attribute,PK,Account Receivable Cash Application,ID,Identifier,,1..1,The unique identifier for the application of cash to an invoice in accounts receivable.,Accounts Receivable,65,Identifier Long
109,2,Attribute,,Account Receivable Cash Application,Date,Date,,0..1,Date on which a cash receipt is applied to an accounts receivable balance.,Accounts Receivable,65,DATE
110,2,Attribute,,Account Receivable Cash Application,Remark,Text,,0..1,Annotations or supplemental information for the cash application in accounts receivable.,Accounts Receivable,65,Text Medium
111,2,Composition,,Account Receivable Cash Application,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Receivable,65,
112,2,Composition,,Account Receivable Cash Application,,,Amounts,0..1,The multi-currency monetary amounts representing the total cash received account within a specified accounting period.,Accounts Receivable,65,
113,2,Reference Association,,Account Receivable Cash Application,,,Account Receivable Cash Received,0..1,A class records all payment transactions received within a specific period.,Accounts Receivable,65,
114,2,Reference Association,,Account Receivable Cash Application,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,65,
115,2,Reference Association,,Account Receivable Cash Application,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,65,
116,2,Reference Association,,Account Receivable Cash Application,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,65,
117,2,Reference Association,,Account Receivable Cash Application,Credit,,Ledger Account,0..1,The ledger account for cash credits applied to accounts receivable.,Accounts Receivable,65,
118,2,Reference Association,,Account Receivable Cash Application,Debit,,Ledger Account,0..1,The ledger account for cash debits applied to accounts receivable.,Accounts Receivable,65,
119,2,Reference Association,,Account Receivable Cash Application,,,Sales Invoice,0..1,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,65,
120,2,Reference Association,,Account Receivable Cash Application,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Receivable,65,
121,1,Class,,Account Receivable Cash Received,,,,,A class that records all received payment transactions during a certain period.,Accounts Receivable,63,
122,2,Attribute,PK,Account Receivable Cash Received,ID,Identifier,,1..1,The unique identifier for a particular cash receipt transaction.,Accounts Receivable,63,Identifier Medium
123,2,Attribute,,Account Receivable Cash Received,Number,Char,,0..1,The number for a cash receipt transaction associated with accounts receivable.,Accounts Receivable,63,Char Long
124,2,Attribute,,Account Receivable Cash Received,Date,Date,,0..1,The date when a payment is recorded as received from a customer for an account receivable.,Accounts Receivable,63,DATE
125,2,Attribute,,Account Receivable Cash Received,Reference Number,Char,,0..1,The number for a cash receipt transaction for accounts receivable.,Accounts Receivable,63,Char Long
126,2,Attribute,,Account Receivable Cash Received,Reference Date,Date,,0..1,The date associated with a cash receipt transaction for accounts receivable.,Accounts Receivable,63,DATE
127,2,Attribute,,Account Receivable Cash Received,Debit or Credit Code,Code,,0..1,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",Accounts Receivable,63,DEBIT CREDIT CODE
128,2,Attribute,,Account Receivable Cash Received,Remark,Text,,0..1,Annotations or supplemental information for the cash received in accounts receivable.,Accounts Receivable,63,Text Medium
129,2,Composition,,Account Receivable Cash Received,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Receivable,63,
130,2,Composition,,Account Receivable Cash Received,,,Amounts,0..1,The multi-currency monetary amounts representing the total cash received amount within a specified accounting period.,Accounts Receivable,63,
131,2,Reference Association,,Account Receivable Cash Received,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,63,
132,2,Reference Association,,Account Receivable Cash Received,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,63,
133,2,Reference Association,,Account Receivable Cash Received,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,63,
134,2,Reference Association,,Account Receivable Cash Received,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,63,
135,2,Reference Association,,Account Receivable Cash Received,Credit,,Ledger Account,0..1,The ledger account that reflects the cash received as credits in accounts receivable.,Accounts Receivable,63,
136,2,Reference Association,,Account Receivable Cash Received,Debit,,Ledger Account,0..1,The ledger account that reflects the cash received as debits in accounts receivable.,Accounts Receivable,63,
137,2,Reference Association,,Account Receivable Cash Received,,,Project,0..1,"A class that covers a specific project, which could be anything from building construction to scientific research, and can be financed by government or private funds. This class methodically logs detailed information such as management organization, implementation plans, methods, procedures, records, budgeting, actual expenditures, and the ongoing advancement towards set goals.",Accounts Receivable,63,
138,2,Reference Association,,Account Receivable Cash Received,,,Sales Contract,0..1,"A class providing an overview of sales agreements, documenting the commitment to sell products or services within a specific period.",Accounts Receivable,63,
139,2,Reference Association,,Account Receivable Cash Received,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Receivable,63,
140,1,Class,,Account Receivable Open Account,,,,,"A class represents the aggregate amount of outstanding customer transactions expected to be received as of a specific date, consolidated at the invoice level.",Accounts Receivable,61,
141,2,Attribute,PK,Account Receivable Open Account,Transaction ID,Identifier,,1..1,The unique identifier for a financial transaction.,Accounts Receivable,61,Identifier Medium
142,2,Attribute,,Account Receivable Open Account,Transaction Date,Date,,0..1,"The recorded date of a transaction in an open accounts receivable account, which is used to determine when payment is due.",Accounts Receivable,61,DATE
143,2,Attribute,,Account Receivable Open Account,Transaction Due Date,Date,,0..1,The date by which payment for a transaction in an open accounts receivable account is due.,Accounts Receivable,61,DATE
144,2,Attribute,,Account Receivable Open Account,Reference Number,Char,,0..1,The number for a transaction for an open accounts receivable account.,Accounts Receivable,61,Char Long
145,2,Attribute,,Account Receivable Open Account,Reference Date,Date,,0..1,The date associated with a transaction for an open accounts receivable account.,Accounts Receivable,61,DATE
146,2,Attribute,,Account Receivable Open Account,Remark,Text,,0..1,Annotations or supplemental information for the open accounts receivable.,Accounts Receivable,61,Text Medium
147,2,Attribute,,Account Receivable Open Account,Grouping Code,Char,,0..1,The code that groups related accounts receivable items for organizational or processing activities.,Accounts Receivable,61,Char Long
148,2,Composition,,Account Receivable Open Account,,,Amounts,0..1,The multi-currency monetary amounts representing the Open Account transaction amount within a specified accounting period.,Accounts Receivable,61,
149,2,Composition,,Account Receivable Open Account,Balance,,Amounts,0..1,The multi-currency monetary balance amounts representing the Open Account remaining balance unreceived or needing settlement.,Accounts Receivable,61,
150,2,Reference Association,,Account Receivable Open Account,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,61,
151,2,Reference Association,,Account Receivable Open Account,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,61,
152,2,Reference Association,,Account Receivable Open Account,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,61,
153,2,Reference Association,,Account Receivable Open Account,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,61,
154,2,Reference Association,,Account Receivable Open Account,,,Project,0..1,"A class designed for a specific project, such as construction or research, which can be funded by public or private sources. It maintains a thorough record of various aspects including management organization, execution plans, methods used, procedural steps taken, relevant documentation, financial projections, actual expenditures, and updates on the progress made towards the project’s goals.",Accounts Receivable,61,
155,2,Reference Association,,Account Receivable Open Account,,,Sales Contract,0..1,"A class providing an overview of sales agreements, documenting the commitment to sell products or services within a specific period.",Accounts Receivable,61,
156,2,Reference Association,,Account Receivable Open Account,,,Sales Invoice,0..1,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,61,
157,1,Class,,Account Segment,,,,,"A class furnishes supplementary information for specific Ledger Accounts, enhancing the management of related data in an efficient manner.",General,,
158,2,Attribute,,Account Segment,Number,Char,,0..1,The number for an account segment.,General,,Char Medium
159,2,Attribute,,Account Segment,Type Name,Name,,0..1,The designation of an account segment category.,General,,Name Medium
160,2,Attribute,,Account Segment,Value Code,Char,,0..1,The identifier assigned to a specific account segment.,General,,Char Medium
161,2,Attribute,,Account Segment,Value Code Name,Name,,0..1,The title assigned to an account segment's identifier.,General,,Name Medium
162,1,Class,,Accounting Period,,,,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Base,22,
163,2,Attribute,PK,Accounting Period,Fiscal Year,Identifier,,1..1,"The year for which financial records are kept, expressed in four digits.",Base,22,YEAR
164,2,Attribute,PK,Accounting Period,ID,Identifier,,1..1,The span of time covered by an accounting record.,Base,22,PERIOD IDENTIFIER
165,2,Attribute,,Accounting Period,Beginning Date,Date,,0..1,The start date for a given accounting period.,Base,22,DATE
166,2,Attribute,,Accounting Period,Ending Date,Date,,0..1,The close date for a given accounting period.,Base,22,DATE
167,1,Class,,Activities,,,,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",General,,
168,2,Composition,,Activities,Approved,,Activity,0..1,"Occurs at a specific date and time when a system user confirms the status of a data entry, indicating that it has been reviewed, validated, and authorized for further processing or inclusion in the financial records.",General,,
169,2,Composition,,Activities,Created,,Activity,0..1,"The initial action where a system user inputs new data into the accounting system at a specific date and time, generating a record representing a financial transaction or relevant account information. It involves the validation, approval, and official recording of the data entry, affirming its accuracy and completeness.",General,,
170,2,Composition,,Activities,Last Modified,,Activity,0..1,"Refers to the most recent action taken to alter or update a data entry within the accounting system. It indicates the date and time of the last modification made to the entry, reflecting the latest revision or adjustment.",General,,
171,2,Composition,,Activities,Posted,,Activity,0..1,"Involves the validation, approval, and official recording of a data entry within the accounting system by a system user at a specific date and time, affirming its accuracy and completeness.",General,,
172,1,Class,,Activity,,,,,A class that records specific actions or tasks completed or in progress.,General,,
