JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
5,,,,,,122,2021-04-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,,,,,,,,,,Certificate issuance fee,727,Communication Expenses,,,,1050,95,Q5,Purchase 10%,111,Cash,,,,1050,0,00,Out of Scope,,,,,,
5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
6,,,,,,142,2021-04-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,2458,223,Q5,Purchase 10%,111,Cash,,,,13384,0,00,Out of Scope,,,,,,
6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
6,2,,,,,,,,,,Parking Fee,740,Vehicle Expenses,,,,591,53,Q5,Purchase 10%,,,,,,,,,,,,,,,
6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
6,3,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,4620,420,Q5,Purchase 10%,,,,,,,,,,,,,,,
6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
6,4,,,,,,,,,,Car wash fee,740,Vehicle Expenses,,,,5715,519,Q5,Purchase 10%,,,,,,,,,,,,,,,
6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
7,,,,,,41,2021-04-03,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,,,,,,,,,,Wedding fee,733,Entertainment Expenses,,,,12000,1090,Q5,Purchase 10%,111,Cash,,,,12000,0,00,Out of Scope,,,,,,
7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
8,,,,,,134,2021-04-03,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,,,,,,,,,,Paper,754,Office Supplies,,,,15600,1418,Q5,Purchase 10%,111,Cash,,,,15600,0,00,Out of Scope,,,,,,
8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
9,,,,,,310,2021-04-04,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,6486,589,Q5,Purchase 10%,111,Cash,,,,17401,0,00,Out of Scope,,,,,,
9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
9,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
9,2,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,9715,883,Q5,Purchase 10%,,,,,,,,,,,,,,,
9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
9,3,,,,,,,,,,Parking Fee,740,Vehicle Expenses,,,,1200,109,Q5,Purchase 10%,,,,,,,,,,,,,,,
9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
10,,,,,,76,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,,,,,,,,,,Uniform Cost,724,Employee Welfare Expenses,,,,56000,5090,Q5,Purchase 10%,322,Accrued Expenses,,,,56000,0,00,Out of Scope,,,,,,
10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
10,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
11,,,,,,133,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,,,,,,,,,,Tax Accountant Fee,746,Professional Fees,,,,139710,12700,Q5,Purchase 10%,131,Regular Savings Account,,,,139710,0,00,Out of Scope,,,,,,
11,1,,,,1,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
11,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
12,,,,,,139,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,Uniform Cost,724,Employee Welfare Expenses,,,,55630,5057,Q5,Purchase 10%,322,Accrued Expenses,,,,55630,0,00,Out of Scope,,,,,,
12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
12,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
13,,,,,,254,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,,,,,,,,"April 5th Slip No. 190 Watanabe Industries Co., Ltd.",131,Regular Savings Account,,,,2959035,0,00,Out of Scope,152,Accounts Receivable,,,,2959035,0,00,Out of Scope,,,,,,
13,1,,1,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,,
13,1,,,,1,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
13,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
13,2,,,,,,,,,,"April 5th Slip No. 190 Watanabe Industries Co., Ltd.",741,Payment Fees,,,,630,57,Q5,Purchase 10%,152,Accounts Receivable,,,,630,0,00,Out of Scope,,,,,,
13,2,,,,1,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
13,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
14,,,,,,255,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,,,,,,,,,,"April 5th Slip No. 191 Sasaki Sales Co., Ltd.",131,Regular Savings Account,,,,1508295,0,00,Out of Scope,152,Accounts Receivable,,,,1508295,0,00,Out of Scope,,,,,,
14,1,,1,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
14,1,,,,1,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
14,2,,,,,,,,,,"April 5th Slip No. 191 Sasaki Sales Co., Ltd.",741,Payment Fees,,,,472,42,Q5,Purchase 10%,152,Accounts Receivable,,,,472,0,00,Out of Scope,,,,,,
14,2,,,,1,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
14,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
15,,,,,,256,2021-04-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,"April 5th Slip No. 192 Iwashita Trading Co., Ltd.",131,Regular Savings Account,,,,2171384,0,00,Out of Scope,152,Accounts Receivable,,,,2171384,0,00,Out of Scope,,,,,,
15,1,,1,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,
15,1,,,,1,,,,,,,,,,,,,,,,,,27,"Iwashita Trading Co., Ltd.",sub-account,,,,,,,,,,
15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
15,2,,,,,,,,,,"April 5th Slip No. 192 Iwashita Trading Co., Ltd.",741,Payment Fees,,,,735,66,Q5,Purchase 10%,152,Accounts Receivable,,,,735,0,00,Out of Scope,,,,,,
15,2,,,,1,,,,,,,,,,,,,,,,,,27,"Iwashita Trading Co., Ltd.",sub-account,,,,,,,,,,
15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
15,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
16,,,,,,10,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,4224,384,Q5,Purchase 10%,111,Cash,,,,4224,0,00,Out of Scope,,,,,,
16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
16,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
17,,,,,,42,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,,,,,,,,,,Lunch Fronti Hotel,733,Entertainment Expenses,,,,4650,422,Q5,Purchase 10%,111,Cash,,,,4650,0,00,Out of Scope,,,,,,
17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
17,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
18,,,,,,84,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,,,,,,,,,,Postage Cost,727,Communication Expenses,,,,70000,6363,Q5,Purchase 10%,111,Cash,,,,70000,0,00,Out of Scope,,,,,,
18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
18,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
19,,,,,,106,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,,,,,,,,,,Meal Cost Hotel Lalada 2 People,733,Entertainment Expenses,,,,5372,488,Q5,Purchase 10%,111,Cash,,,,36020,0,00,Out of Scope,,,,,,
19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
19,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
19,2,,,,,,,,,,Food and drink fee Snack Kitashinchi,733,Entertainment Expenses,,,,30648,2786,Q5,Purchase 10%,,,,,,,,,,,,,,,
19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
20,,,,,,110,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,,,,,,,,,,Taxi Fare,726,Travel and Transportation Expenses,,,,2290,208,Q5,Purchase 10%,111,Cash,,,,2290,0,00,Out of Scope,,,,,,
20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
20,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
21,,,,,,123,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,,,,,,,,,,Postage Cost,727,Communication Expenses,,,,40000,3636,Q5,Purchase 10%,111,Cash,,,,40000,0,00,Out of Scope,,,,,,
21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
21,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
22,,,,,,124,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,,,,,,,,,,Revenue Stamp,738,Taxes and Dues,,,,6000,0,00,Out of Scope,111,Cash,,,,6000,0,00,Out of Scope,,,,,,
22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
22,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
23,,,,,,147,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,5126,466,Q5,Purchase 10%,322,Accrued Expenses,,,,5126,0,00,Out of Scope,,,,,,
23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
23,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
24,,,,,,156,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,,,,,,,,,,Business Trip Expense,726,Travel and Transportation Expenses,,,,7500,681,Q5,Purchase 10%,111,Cash,,,,7500,0,00,Out of Scope,,,,,,
24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
24,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
25,,,,,,236,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,,,,,,,,,,Golf play fee 2 people,733,Entertainment Expenses,,,,26500,2409,Q5,Purchase 10%,111,Cash,,,,26500,0,00,Out of Scope,,,,,,
25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
25,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
26,,,,,,305,2021-04-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,,,,,,,,,,Fund Transfer,131,Regular Savings Account,,,,1000000,0,00,Out of Scope,131,Regular Savings Account,,,,1000000,0,00,Out of Scope,,,,,,
26,1,,1,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,,
26,1,,,,1,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
26,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
27,,,,,,20,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,39000,3545,Q5,Purchase 10%,111,Cash,,,,39000,0,00,Out of Scope,,,,,,
27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
27,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
28,,,,,,21,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,,,,,,,,,,JR,726,Travel and Transportation Expenses,,,,69500,6318,Q5,Purchase 10%,111,Cash,,,,69500,0,00,Out of Scope,,,,,,
28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
28,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
29,,,,,,22,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,50000,4545,Q5,Purchase 10%,111,Cash,,,,50000,0,00,Out of Scope,,,,,,
29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
29,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
30,,,,,,43,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,,,,,,,,,,Subjects Abe Shoji,733,Entertainment Expenses,,,,6630,602,Q5,Purchase 10%,111,Cash,,,,6630,0,00,Out of Scope,,,,,,
30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
30,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
31,,,,,,56,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,21500,1954,Q5,Purchase 10%,111,Cash,,,,21500,0,00,Out of Scope,,,,,,
31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
31,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
32,,,,,,57,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,,,,,,,,,,JR,726,Travel and Transportation Expenses,,,,97800,8890,Q5,Purchase 10%,111,Cash,,,,97800,0,00,Out of Scope,,,,,,
32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
32,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
33,,,,,,58,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,70000,6363,Q5,Purchase 10%,111,Cash,,,,70000,0,00,Out of Scope,,,,,,
33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
33,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
34,,,,,,69,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,,,,,,,,,,Tea Cost,791,Miscellaneous Expenses,,,,1332,121,Q5,Purchase 10%,111,Cash,,,,4171,0,00,Out of Scope,,,,,,
34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
34,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
34,2,,,,,,,,,,Coffee Cost,791,Miscellaneous Expenses,,,,2839,258,Q5,Purchase 10%,,,,,,,,,,,,,,,
34,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
35,,,,,,102,2021-04-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,,,,,,,,,,Subjects Abe Shoten,733,Entertainment Expenses,,,,1050,95,Q5,Purchase 10%,111,Cash,,,,1050,0,00,Out of Scope,,,,,,
35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
35,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
36,,,,,,50,2021-04-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,1200,109,Q5,Purchase 10%,111,Cash,,,,1200,0,00,Out of Scope,,,,,,
36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
36,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
37,,,,,,143,2021-04-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,7135,648,Q5,Purchase 10%,111,Cash,,,,7135,0,00,Out of Scope,,,,,,
37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
37,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
38,,,,,,33,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,,,,,,,,,,Rent Payment,747,Rent,,,,320000,29090,Q5,Purchase 10%,131,Regular Savings Account,,,,320000,0,00,Out of Scope,,,,,,
38,1,,,,1,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
38,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
38,2,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,164130,14920,Q5,Purchase 10%,131,Regular Savings Account,,,,164130,0,00,Out of Scope,,,,,,
38,2,,,,1,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
38,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
39,,,,,,85,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,129188,11744,Q5,Purchase 10%,131,Regular Savings Account,,,,129188,0,00,Out of Scope,,,,,,
39,1,,,,1,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
39,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
40,,,,,,112,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,246816,22437,Q5,Purchase 10%,131,Regular Savings Account,,,,246816,0,00,Out of Scope,,,,,,
40,1,,,,1,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
40,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
41,,,,,,129,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,,,,,,,,,,Rent Payment,747,Rent,,,,399000,36272,Q5,Purchase 10%,131,Regular Savings Account,,,,399000,0,00,Out of Scope,,,,,,
41,1,,,,1,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
41,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
42,,,,,,149,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,,,,,,,,,,Meal Cost Udon Tei 4 People,733,Entertainment Expenses,,,,5760,523,Q5,Purchase 10%,111,Cash,,,,5760,0,00,Out of Scope,,,,,,
42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
42,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
43,,,,,,157,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,,,,,,,,,,Airline Ticket Cost,726,Travel and Transportation Expenses,,,,22200,2018,Q5,Purchase 10%,131,Regular Savings Account,,,,22200,0,00,Out of Scope,,,,,,
43,1,,,,1,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
43,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
44,,,,,,162,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,,,,,,,,,,Meeting Meal Cost,734,Conference Expenses,,,,24995,2272,Q5,Purchase 10%,111,Cash,,,,24995,0,00,Out of Scope,,,,,,
44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
44,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
45,,,,,,167,2021-04-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,,,,,,,,,Rent Payment,747,Rent,,,,630000,57272,Q5,Purchase 10%,131,Regular Savings Account,,,,630000,0,00,Out of Scope,,,,,,
45,1,,,,1,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
45,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
45,2,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,166012,15092,Q5,Purchase 10%,131,Regular Savings Account,,,,166012,0,00,Out of Scope,,,,,,
45,2,,,,1,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
45,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
