Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81
20210403,134,21,0,1,010,Sapporo Sales Office,754,Office Supplies,,,Q5,Purchase 10%,15600,1418,1,000,Common Department,111,Cash,,,00,Out of Scope,15600,0,Paper,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,21,0,1,050,Kyushu Sales Office,740,Vehicle Expenses,,,Q5,Purchase 10%,6486,589,1,000,Common Department,111,Cash,,,00,Out of Scope,17401,0,Gasoline Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,21,0,1,050,Kyushu Sales Office,740,Vehicle Expenses,,,Q5,Purchase 10%,9715,883,0,,,,,,,,,,,Highway Toll,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210404,310,21,0,1,050,Kyushu Sales Office,740,Vehicle Expenses,,,Q5,Purchase 10%,1200,109,0,,,,,,,,,,,Parking Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,76,21,0,1,020,Tokyo Branch,724,Employee Welfare Expenses,,,Q5,Purchase 10%,56000,5090,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,56000,0,Uniform Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,133,21,0,1,020,Tokyo Branch,746,Professional Fees,,,Q5,Purchase 10%,139710,12700,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,139710,0,Tax Accountant Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,139,21,0,1,040,Osaka Branch,724,Employee Welfare Expenses,,,Q5,Purchase 10%,55630,5057,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,55630,0,Uniform Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,254,21,0,1,000,Common Department,131,Regular Savings Account,50,Fukuoka Kitakyushu,00,Out of Scope,2959035,0,1,000,Common Department,152,Accounts Receivable,22,"Watanabe Industries Co., Ltd.",00,Out of Scope,2959035,0,"April 5th Slip No. 190 Watanabe Industries Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,254,21,0,1,050,Kyushu Sales Office,741,Payment Fees,,,Q5,Purchase 10%,630,57,1,000,Common Department,152,Accounts Receivable,22,"Watanabe Industries Co., Ltd.",00,Out of Scope,630,0,"April 5th Slip No. 190 Watanabe Industries Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,255,21,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,1508295,0,1,000,Common Department,152,Accounts Receivable,26,"Sasaki Sales Co., Ltd.",00,Out of Scope,1508295,0,"April 5th Slip No. 191 Sasaki Sales Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,255,21,0,1,020,Tokyo Branch,741,Payment Fees,,,Q5,Purchase 10%,472,42,1,000,Common Department,152,Accounts Receivable,26,"Sasaki Sales Co., Ltd.",00,Out of Scope,472,0,"April 5th Slip No. 191 Sasaki Sales Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,256,21,0,1,000,Common Department,131,Regular Savings Account,30,Mitsui Nagoya,00,Out of Scope,2171384,0,1,000,Common Department,152,Accounts Receivable,27,"Iwashita Trading Co., Ltd.",00,Out of Scope,2171384,0,"April 5th Slip No. 192 Iwashita Trading Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210405,256,21,0,1,030,Nagoya Branch,741,Payment Fees,,,Q5,Purchase 10%,735,66,1,000,Common Department,152,Accounts Receivable,27,"Iwashita Trading Co., Ltd.",00,Out of Scope,735,0,"April 5th Slip No. 192 Iwashita Trading Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,10,21,0,1,010,Sapporo Sales Office,740,Vehicle Expenses,,,Q5,Purchase 10%,4224,384,1,000,Common Department,111,Cash,,,00,Out of Scope,4224,0,Gasoline Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,42,21,0,1,020,Tokyo Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,4650,422,1,000,Common Department,111,Cash,,,00,Out of Scope,4650,0,Lunch Fronti Hotel,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,84,21,0,1,030,Nagoya Branch,727,Communication Expenses,,,Q5,Purchase 10%,70000,6363,1,000,Common Department,111,Cash,,,00,Out of Scope,70000,0,Postage Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,106,21,0,1,040,Osaka Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,5372,488,1,000,Common Department,111,Cash,,,00,Out of Scope,36020,0,Meal Cost Hotel Lalada 2 People,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,106,21,0,1,040,Osaka Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,30648,2786,0,,,,,,,,,,,Food and drink fee Snack Kitashinchi,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,110,21,0,1,040,Osaka Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,2290,208,1,000,Common Department,111,Cash,,,00,Out of Scope,2290,0,Taxi Fare,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,123,21,0,1,040,Osaka Branch,727,Communication Expenses,,,Q5,Purchase 10%,40000,3636,1,000,Common Department,111,Cash,,,00,Out of Scope,40000,0,Postage Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,124,21,0,1,040,Osaka Branch,738,Taxes and Dues,,,00,Out of Scope,6000,0,1,000,Common Department,111,Cash,,,00,Out of Scope,6000,0,Revenue Stamp,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,147,21,0,1,050,Kyushu Sales Office,740,Vehicle Expenses,,,Q5,Purchase 10%,5126,466,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,5126,0,Gasoline Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,156,21,0,1,050,Kyushu Sales Office,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,7500,681,1,000,Common Department,111,Cash,,,00,Out of Scope,7500,0,Business Trip Expense,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,236,21,0,1,020,Tokyo Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,26500,2409,1,000,Common Department,111,Cash,,,00,Out of Scope,26500,0,Golf play fee 2 people,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210406,305,21,0,1,000,Common Department,131,Regular Savings Account,40,Mitsubishi Tokyo Umeda,00,Out of Scope,1000000,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,1000000,0,Fund Transfer,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,20,21,0,1,010,Sapporo Sales Office,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,39000,3545,1,000,Common Department,111,Cash,,,00,Out of Scope,39000,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,21,21,0,1,010,Sapporo Sales Office,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,69500,6318,1,000,Common Department,111,Cash,,,00,Out of Scope,69500,0,JR,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,22,21,0,1,010,Sapporo Sales Office,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,50000,4545,1,000,Common Department,111,Cash,,,00,Out of Scope,50000,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,43,21,0,1,020,Tokyo Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,6630,602,1,000,Common Department,111,Cash,,,00,Out of Scope,6630,0,Subjects Abe Shoji,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,56,21,0,1,020,Tokyo Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,21500,1954,1,000,Common Department,111,Cash,,,00,Out of Scope,21500,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,57,21,0,1,020,Tokyo Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,97800,8890,1,000,Common Department,111,Cash,,,00,Out of Scope,97800,0,JR,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,58,21,0,1,020,Tokyo Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,70000,6363,1,000,Common Department,111,Cash,,,00,Out of Scope,70000,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,69,21,0,1,020,Tokyo Branch,791,Miscellaneous Expenses,,,Q5,Purchase 10%,1332,121,1,000,Common Department,111,Cash,,,00,Out of Scope,4171,0,Tea Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,69,21,0,1,020,Tokyo Branch,791,Miscellaneous Expenses,,,Q5,Purchase 10%,2839,258,0,,,,,,,,,,,Coffee Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210407,102,21,0,1,040,Osaka Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,1050,95,1,000,Common Department,111,Cash,,,00,Out of Scope,1050,0,Subjects Abe Shoten,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210408,50,21,0,1,020,Tokyo Branch,740,Vehicle Expenses,,,Q5,Purchase 10%,1200,109,1,000,Common Department,111,Cash,,,00,Out of Scope,1200,0,Highway Toll,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210408,143,21,0,1,040,Osaka Branch,740,Vehicle Expenses,,,Q5,Purchase 10%,7135,648,1,000,Common Department,111,Cash,,,00,Out of Scope,7135,0,Gasoline Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,33,21,0,1,010,Sapporo Sales Office,747,Rent,,,Q5,Purchase 10%,320000,29090,1,000,Common Department,131,Regular Savings Account,10,Hokkaido Station Front,00,Out of Scope,320000,0,Rent Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,33,21,0,1,010,Sapporo Sales Office,727,Communication Expenses,,,Q5,Purchase 10%,164130,14920,1,000,Common Department,131,Regular Savings Account,10,Hokkaido Station Front,00,Out of Scope,164130,0,Telephone Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,85,21,0,1,030,Nagoya Branch,727,Communication Expenses,,,Q5,Purchase 10%,129188,11744,1,000,Common Department,131,Regular Savings Account,30,Mitsui Nagoya,00,Out of Scope,129188,0,Telephone Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,112,21,0,1,040,Osaka Branch,727,Communication Expenses,,,Q5,Purchase 10%,246816,22437,1,000,Common Department,131,Regular Savings Account,40,Mitsubishi Tokyo Umeda,00,Out of Scope,246816,0,Telephone Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,129,21,0,1,030,Nagoya Branch,747,Rent,,,Q5,Purchase 10%,399000,36272,1,000,Common Department,131,Regular Savings Account,30,Mitsui Nagoya,00,Out of Scope,399000,0,Rent Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,149,21,0,1,030,Nagoya Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,5760,523,1,000,Common Department,111,Cash,,,00,Out of Scope,5760,0,Meal Cost Udon Tei 4 People,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,157,21,0,1,050,Kyushu Sales Office,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,22200,2018,1,000,Common Department,131,Regular Savings Account,50,Fukuoka Kitakyushu,00,Out of Scope,22200,0,Airline Ticket Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,162,21,0,1,020,Tokyo Branch,734,Conference Expenses,,,Q5,Purchase 10%,24995,2272,1,000,Common Department,111,Cash,,,00,Out of Scope,24995,0,Meeting Meal Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,167,21,0,1,050,Kyushu Sales Office,747,Rent,,,Q5,Purchase 10%,630000,57272,1,000,Common Department,131,Regular Savings Account,50,Fukuoka Kitakyushu,00,Out of Scope,630000,0,Rent Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,167,21,0,1,050,Kyushu Sales Office,727,Communication Expenses,,,Q5,Purchase 10%,166012,15092,1,000,Common Department,131,Regular Savings Account,50,Fukuoka Kitakyushu,00,Out of Scope,166012,0,Telephone Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,168,21,0,1,050,Kyushu Sales Office,791,Miscellaneous Expenses,,,Q5,Purchase 10%,6000,545,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,48858,0,Wired (Cable),,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,168,21,0,1,050,Kyushu Sales Office,791,Miscellaneous Expenses,,,Q5,Purchase 10%,42858,3896,0,,,,,,,,,,,Security Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,231,21,0,1,000,Common Department,326,Deposits Received,3,Withholding Tax,00,Out of Scope,224870,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,692570,0,Withholding Tax Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,231,21,0,1,000,Common Department,326,Deposits Received,2,Resident Tax,00,Out of Scope,467700,0,0,,,,,,,,,,,Resident Tax Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,232,21,0,1,020,Tokyo Branch,747,Rent,,,Q5,Purchase 10%,1260000,114545,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,1260000,0,Rent Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,233,21,0,1,040,Osaka Branch,747,Rent,,,Q5,Purchase 10%,840000,76363,1,000,Common Department,131,Regular Savings Account,40,Mitsubishi Tokyo Umeda,00,Out of Scope,840000,0,Rent Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,234,21,0,1,010,Sapporo Sales Office,791,Miscellaneous Expenses,,,Q5,Purchase 10%,5000,454,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,39286,0,Wired (Cable),,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,234,21,0,1,010,Sapporo Sales Office,791,Miscellaneous Expenses,,,Q5,Purchase 10%,34286,3116,0,,,,,,,,,,,Security Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,248,21,0,1,030,Nagoya Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,10450,950,1,000,Common Department,111,Cash,,,00,Out of Scope,10450,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,257,21,0,1,000,Common Department,131,Regular Savings Account,30,Mitsui Nagoya,00,Out of Scope,1428451,0,1,000,Common Department,152,Accounts Receivable,19,"Minami Co., Ltd.",00,Out of Scope,1428451,0,"April 10th Slip No. 193 Minami Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,257,21,0,1,030,Nagoya Branch,741,Payment Fees,,,Q5,Purchase 10%,735,66,1,000,Common Department,152,Accounts Receivable,19,"Minami Co., Ltd.",00,Out of Scope,735,0,"April 10th Slip No. 193 Minami Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,258,21,0,1,000,Common Department,150,Bills Receivable,,,00,Out of Scope,7862107,0,1,000,Common Department,152,Accounts Receivable,28,Kameda Department Store,00,Out of Scope,7862107,0,April 10th Slip No. 194 Kameda Department Store,200630,ROG0012455,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,259,21,0,1,000,Common Department,312,Accounts Payable,3,"Check Co., Ltd.",00,Out of Scope,1961954,0,1,000,Common Department,152,Accounts Receivable,3,"Check Co., Ltd.",00,Out of Scope,1961954,0,"April 10th Slip No. 472 Check Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,260,21,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,18417920,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,18417920,0,"April 10th Slip No. 494 Fujita Tokyo Headquarters Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,260,21,0,1,020,Tokyo Branch,741,Payment Fees,,,Q5,Purchase 10%,840,76,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,840,0,"April 10th Slip No. 494 Fujita Tokyo Headquarters Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,261,21,0,1,000,Common Department,312,Accounts Payable,3,"Check Co., Ltd.",00,Out of Scope,7368349,0,1,000,Common Department,301,Bills Payable,,,00,Out of Scope,7368349,0,"April 10th Slip No. 271 Check Co., Ltd.",200710,P2128,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,262,21,0,1,000,Common Department,312,Accounts Payable,8,"Yamashita Co., Ltd.",00,Out of Scope,402696,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,402696,0,"April 10th Slip No. 273 Yamashita Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210410,298,21,0,1,000,Common Department,301,Bills Payable,,,00,Out of Scope,7322934,0,1,000,Common Department,121,Current Account,1,Mizuho Bank,00,Out of Scope,7322934,0,Bill Due Date Check,,P2092,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,73,21,0,1,020,Tokyo Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,26530,2411,1,000,Common Department,111,Cash,,,00,Out of Scope,26530,0,Food and Beverage Cost Izakaya Fuji 6 People,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,74,21,0,1,020,Tokyo Branch,733,Entertainment Expenses,,,Q5,Purchase 10%,39000,3545,1,000,Common Department,111,Cash,,,00,Out of Scope,39000,0,Food and Beverage Cost Snack Shinsekai 6 People,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
