Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50
18,0,20220414,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
19,0,20220415,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,3542,,,0,0,,0,0
19,0,20220415,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
20,0,20220416,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,3542,,,0,0,,0,0
20,0,20220416,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
21,0,20220416,0,0008,株式会社　山下,,030,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0030,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
22,0,20220417,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5510,,,0,0,,0,0
22,0,20220417,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
22,0,20220417,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
23,0,20220418,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1574,,,0,0,,0,0
24,0,20220418,0,0008,株式会社　山下,,010,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0010,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
25,0,20220419,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7084,,,0,0,,0,0
25,0,20220419,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
25,0,20220419,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
25,0,20220419,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
26,0,20220420,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
27,0,20220421,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7084,,,0,0,,0,0
27,0,20220421,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
27,0,20220421,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
27,0,20220421,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
28,0,20220422,0,0008,株式会社　山下,,030,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0030,6,8,48,個,376,18048,1804,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,1804,,,0,0,,0,0
29,0,20220423,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7084,,,0,0,,0,0
29,0,20220423,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
29,0,20220423,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
29,0,20220423,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
30,0,20220423,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
31,0,20220424,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1968,,,0,0,,0,0
32,0,20220425,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5116,,,0,0,,0,0
32,0,20220425,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
32,0,20220425,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
33,0,20220425,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
34,0,20220426,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5510,,,0,0,,0,0
34,0,20220426,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
34,0,20220426,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,164,19680,1968,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
35,0,20220427,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,164,15744,1574,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1574,,,0,0,,0,0
36,0,20220427,0,0008,株式会社　山下,,050,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0050,6,10,60,個,376,22560,2256,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2256,,,0,0,,0,0
37,0,20220428,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7257,,,0,0,,0,0
37,0,20220428,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
37,0,20220428,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
37,0,20220428,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
38,0,20220429,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,384,23040,2304,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2304,,,0,0,,0,0
39,0,20220430,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7257,,,0,0,,0,0
39,0,20220430,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
39,0,20220430,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
39,0,20220430,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
40,0,20220501,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,384,23040,2304,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2304,,,0,0,,0,0
41,0,20220502,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7257,,,0,0,,0,0
41,0,20220502,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
41,0,20220502,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
41,0,20220502,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
42,0,20220503,0,0008,株式会社　山下,,010,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0010,6,10,60,個,384,23040,2304,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2304,,,0,0,,0,0
43,0,20220504,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7257,,,0,0,,0,0
43,0,20220504,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
43,0,20220504,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,168,20160,2016,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
43,0,20220504,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,8,96,個,168,16128,1612,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
