sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2400,3,A,,Source Application,Name,0..1,,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",gl-cor,0,Document Information TS,CO14a_BU04_14,/CO13a/CO14a/CO14a_BU04_14,$.Accounting Entries TS.Document Information TS.Source Application,AccntEntrsTs.DocInfrmTs.SrcApl,作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。
2401,3,A,,Target Application,Name,0..1,,Particular use for which file was generated.,gl-cor,0,Document Information TS,CO14a_BU04_15,/CO13a/CO14a/CO14a_BU04_15,$.Accounting Entries TS.Document Information TS.Target Application,AccntEntrsTs.DocInfrmTs.TargtApl,対象アプリケーション,ファイルが作成された用途。
2402,3,R,,(Default Currency) Currency,,0..1,,"The reference association to the Default Currency Currency class, which is a class holds information about different currencies.",gl-cor,0,(Default Currency) Currency,GE05a5,/CO13a/CO14a/GE05a5,$.Accounting Entries TS.Document Information TS.(Default Currency) Currency,AccntEntrsTs.DocInfrmTs.DefltCrrncCur,【通貨】,異なる通貨についての情報を保持するクラス
2403,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,(Default Currency) Currency,GE05a5_01,/CO13a/CO14a/GE05a5_01,$.Accounting Entries TS.Document Information TS.(Default Currency) Currency.Code,AccntEntrsTs.DocInfrmTs.DefltCrrncCur.Cd,コード,通貨の公式コード
2404,2,C,,Entity Information TS,,0..*,,Holder for entity information - information about the reporting organization.,gl-cor,0,Entity Information TS,CO15a,/CO13a/CO15a,$.Accounting Entries TS.Entity Information TS,AccntEntrsTs.EnttyInfrmTs,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。
2405,3,C,,Identifier Reference TS,,0..*,,"Identification for customer, vendor, or employee.",gl-cor,0,Identifier Reference TS,CO18a,/CO13a/CO15a/CO18a,$.Accounting Entries TS.Entity Information TS.Identifier Reference TS,AccntEntrsTs.EnttyInfrmTs.IdntfRefTs,【CVE情報】,顧客、仕入先、従業員のための識別子。
2406,4,A,PK,ID,Identifier,0..1,,Internal ID Number associated with identifierReference,gl-cor,0,Identifier Reference TS,CO18a_CO02_01,/CO13a/CO15a/CO18a/CO18a_CO02_01,$.Accounting Entries TS.Entity Information TS.Identifier Reference TS.ID,AccntEntrsTs.EnttyInfrmTs.IdntfRefTs.Id,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。
2407,4,A,,Description,Text,0..1,,Textual description of identifierReference.,gl-cor,0,Identifier Reference TS,CO18a_CO02_05,/CO13a/CO15a/CO18a/CO18a_CO02_05,$.Accounting Entries TS.Entity Information TS.Identifier Reference TS.Description,AccntEntrsTs.EnttyInfrmTs.IdntfRefTs.Dscr,CVE説明,identifierReferenceの説明。
2408,4,A,,Type,Char,0..1,,"Entity type (enumerated): e.g., customer, vendor, employee.",gl-cor,0,Identifier Reference TS,CO18a_CO02_06,/CO13a/CO15a/CO18a/CO18a_CO02_06,$.Accounting Entries TS.Entity Information TS.Identifier Reference TS.Type,AccntEntrsTs.EnttyInfrmTs.IdntfRefTs.Typ,CVE種別,"実体の種別。例えば、顧客、仕入先、従業員。
[設定値のリスト]
(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) "
2409,2,C,,Entry Header TS,,0..*,,Parent for entry headers/journal entry headers.,gl-cor,0,Entry Header TS,CO16a,/CO13a/CO16a,$.Accounting Entries TS.Entry Header TS,AccntEntrsTs.EntryHedrTs,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。
2410,3,A,PK,Entry Identifier,Identifier,0..1,,Identifier within source journal,gl-cor,0,Entry Header TS,CO16a_CO11_01,/CO13a/CO16a/CO16a_CO11_01,$.Accounting Entries TS.Entry Header TS.Entry Identifier,AccntEntrsTs.EntryHedrTs.EntryIdntf,仕訳識別子,元仕訳帳中の識別子。
2411,3,A,,Date Posted,Date,0..1,,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,gl-cor,0,Entry Header TS,CO16a_CO11_02,/CO13a/CO16a/CO16a_CO11_02,$.Accounting Entries TS.Entry Header TS.Date Posted,AccntEntrsTs.EntryHedrTs.DtPstd,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。
2412,3,A,,Entry Creator,Name,0..1,,Initials/name of operator originally entering.,gl-cor,0,Entry Header TS,CO16a_CO11_03,/CO13a/CO16a/CO16a_CO11_03,$.Accounting Entries TS.Entry Header TS.Entry Creator,AccntEntrsTs.EntryHedrTs.EntryCrtr,仕訳作成者,最初に入力したオペレータのイニシャル/名前。
2413,3,A,,Entry Date,Date,0..1,,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",gl-cor,0,Entry Header TS,CO16a_CO11_05,/CO13a/CO16a/CO16a_CO11_05,$.Accounting Entries TS.Entry Header TS.Entry Date,AccntEntrsTs.EntryHedrTs.EntryDt,入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。
2414,3,A,,Source Journal,Char,0..1,,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:\ncd      cash disbursements (sending cheques to vendors)\ncr      cash receipts (receiving cheques from others)\nfa      fixed assets\ngi      giro/other bank adjustments\ngj      general journal\nim      inventory management\njc      job cost\npj      purchase journal (liabilities from purchases)\npl      payroll journal\nsj      sales journal\nse      standard entries\nud      user defined\not      other sources of entries""",gl-cor,0,Entry Header TS,CO16a_CO11_07,/CO13a/CO16a/CO16a_CO11_07,$.Accounting Entries TS.Entry Header TS.Source Journal,AccntEntrsTs.EntryHedrTs.SrcJrn,元仕訳帳種別,元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。\n出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他\n[設定値のリスト]\n(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)
2415,3,A,,Journal Description,Text,0..1,,"Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.",gl-cor,0,Entry Header TS,CO16a_BU11_08,/CO13a/CO16a/CO16a_BU11_08,$.Accounting Entries TS.Entry Header TS.Journal Description,AccntEntrsTs.EntryHedrTs.JrnDscr,元仕訳帳説明,元仕訳帳(一般仕訳、給与台帳、会計士入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。
2416,3,A,,Entry Origin,Char,0..1,,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",gl-cor,0,Entry Header TS,CO16a_BU11_10,/CO13a/CO16a/CO16a_BU11_10,$.Accounting Entries TS.Entry Header TS.Entry Origin,AccntEntrsTs.EntryHedrTs.EntryOrgn,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。
2417,3,A,,Entry Description,Char,0..1,,Description of entry described by this entry header (e.g. Opening Balance),gl-cor,0,Entry Header TS,CO16a_CO11_11,/CO13a/CO16a/CO16a_CO11_11,$.Accounting Entries TS.Entry Header TS.Entry Description,AccntEntrsTs.EntryHedrTs.EntryDscr,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)\n
2418,3,C,,Entry Detail TS,,0..*,,Parent for entry detail,gl-cor,0,Entry Detail TS,CO17a,/CO13a/CO16a/CO17a,$.Accounting Entries TS.Entry Header TS.Entry Detail TS,AccntEntrsTs.EntryHedrTs.EntryDetlTs,【仕訳明細】,仕訳明細の親タグ。
2419,4,A,,Line Number,Char,0..1,,Identifier for a particular entry detail,gl-cor,0,Entry Detail TS,CO17a_CO10_01,/CO13a/CO16a/CO17a/CO17a_CO10_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Line Number,AccntEntrsTs.EntryHedrTs.EntryDetlTs.LnNr,明細行番号,仕訳明細の識別子。
2420,4,A,,Posting Date,Date,0..1,,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",gl-cor,0,Entry Detail TS,CO17a_CO10_08,/CO13a/CO16a/CO17a/CO17a_CO10_08,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Posting Date,AccntEntrsTs.EntryHedrTs.EntryDetlTs.PstngDt,転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。
2421,4,A,,Document Type,Char,0..1,,"An enumerated field describing the original source document, with invoice, voucher, check and other enumerated entries",gl-cor,0,Entry Detail TS,CO17a_CO10_11,/CO13a/CO16a/CO17a/CO17a_CO10_11,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Document Type,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DocTyp,元文書種別,"顧客への請求書、ベンダからの請求書、小切手、その他の列挙値による、元文書の説明。
[設定値のリスト]
(check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)"
2422,4,A,,Document Date,Date,0..1,,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",gl-cor,0,Entry Detail TS,CO17a_CO10_14,/CO13a/CO16a/CO17a/CO17a_CO10_14,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Document Date,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DocDt,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。
2423,4,A,,Chargeable or Reimbursable,Char,0..1,,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",gl-cor,0,Entry Detail TS,CO17a_BU10_16,/CO13a/CO16a/CO17a/CO17a_BU10_16,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Chargeable or Reimbursable,AccntEntrsTs.EntryHedrTs.EntryDetlTs.ChrgbOrRembr,請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。
2424,4,A,,Description,Text,0..1,,Description of this line of detail only,gl-cor,0,Entry Detail TS,CO17a_CO10_20,/CO13a/CO16a/CO17a/CO17a_CO10_20,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Dscr,説明,この明細行のみに対する説明。
2425,4,A,,Document Location,Text,0..1,,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",gl-cor,0,Entry Detail TS,CO17a_BU10_29,/CO13a/CO16a/CO17a/CO17a_BU10_29,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Document Location,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DocLct,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。
2426,4,C,,(Primary) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Primary) Amount,GE04a1,/CO13a/CO16a/CO17a/GE04a1,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Primary) Amount,AccntEntrsTs.EntryHedrTs.EntryDetlTs.PrmryAmt,【金額】,特定の通貨での金額を指定するクラス
2427,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Primary) Amount,GE04a1_01,/CO13a/CO16a/CO17a/GE04a1_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Primary) Amount.Value,AccntEntrsTs.EntryHedrTs.EntryDetlTs.PrmryAmt.Val,値,金額を表す数値
2428,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05a6,/CO13a/CO16a/CO17a/GE05a6,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Primary) Amount.Currency,AccntEntrsTs.EntryHedrTs.EntryDetlTs.PrmryAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
2429,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05a6_01,/CO13a/CO16a/CO17a/GE05a6_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Primary) Amount.Currency.Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.PrmryAmt.Cur.Cd,コード,通貨の公式コード
2430,4,R,,(Document Number) Originating Document,,0..1,,"A tool to capture the flow of related documents in the gl-business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,(Document Number) Originating Document,TA01j,/CO13a/CO16a/CO17a/TA01j,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Document Number) Originating Document,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DcmntNmbrOrgntDoc,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。
2431,5,A,REF,Number,Identifier,0..1,,Originating document number,gl-cor,0,(Document Number) Originating Document,TA01j_01,/CO13a/CO16a/CO17a/TA01j_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Document Number) Originating Document.Number,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DcmntNmbrOrgntDoc.Nr,発生元文書番号,発生元文書の番号。
2432,4,R,,(Document Reference) Originating Document,,0..1,,"A tool to capture the flow of related documents in the gl-business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,(Document Reference) Originating Document,TA01k,/CO13a/CO16a/CO17a/TA01k,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Document Reference) Originating Document,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DcmntRefrnOrgntDoc,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。
2433,5,A,REF,Number,Identifier,0..1,,Originating document number,gl-cor,0,(Document Reference) Originating Document,TA01k_01,/CO13a/CO16a/CO17a/TA01k_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.(Document Reference) Originating Document.Number,AccntEntrsTs.EntryHedrTs.EntryDetlTs.DcmntRefrnOrgntDoc.Nr,発生元文書番号,発生元文書の番号。
2434,4,C,,Account,,0..*,,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so:
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department 
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor,0,Account,CO07c,/CO13a/CO16a/CO17a/CO07c,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt,【科目識別子】,"勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000
/account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division"
2435,5,A,PK,Account Number,Identifier,0..1,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",gl-cor,0,Account,CO07c_01,/CO13a/CO16a/CO17a/CO07c/CO07c_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Account Number,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AcntNr,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。"
2436,5,A,,Classification,Char,0..1,,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associate other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange.",gl-cor,0,Account,CO07c_03,/CO13a/CO16a/CO17a/CO07c/CO07c_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Classification,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Clssf,主勘定科目区分,"主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。
[設定値のリスト]
(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他) "
2437,5,A,,Classification Description,Text,0..1,,Free format description of the account classification,gl-cor,0,Account,CO07c_04,/CO13a/CO16a/CO17a/CO07c/CO07c_04,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Classification Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.ClssfDscr,主勘定科目区分説明,主勘定科目の区分の説明。
2438,5,A,,Parent Account,Char,0..1,,Roll up item from child natural account to parent natural account.,gl-cor,0,Account,CO07c_05,/CO13a/CO16a/CO17a/CO07c/CO07c_05,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Parent Account,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.ParAcnt,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。
2439,5,A,,Type Description,Text,0..1,,Free format description of the account type,gl-cor,0,Account,CO07c_09,/CO13a/CO16a/CO17a/CO07c/CO07c_09,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Type Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.TypDscr,科目種別説明,科目の種別の説明。
2440,5,C,,Accounting Method,,0..1,,Section for identifying the methods of accounting used by the entity for different reporting purposes,gl-cor,0,Accounting Method,BU07i,/CO13a/CO16a/CO17a/CO07c/BU07i,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd,【会計処理方法】,異なる報告目的に応じて事業体が使用する会計処理方法を識別するためのセクション。
2441,6,A,,Type,Name,0..1,,"For this entity, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-cor,0,Accounting Method,BU07i_01,/CO13a/CO16a/CO17a/CO07c/BU07i_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.Type,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.Typ,会計処理方法,"事業体の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)"
2442,6,A,,Description,Text,0..1,,Free format description of the accounting method,gl-cor,0,Accounting Method,BU07i_02,/CO13a/CO16a/CO17a/CO07c/BU07i_02,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.Dscr,会計処理方法説明,会計処理方法の説明。
2443,6,A,,Purpose,Name,0..1,,"For this entity, the reporting purpose represented - from book, tax, management, statutory, other",gl-cor,0,Accounting Method,BU07i_03,/CO13a/CO16a/CO17a/CO07c/BU07i_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.Purpose,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.Prps,会計処理方法目的,"事業体の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)"
