sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
494,3,C,,Email,,0..*,,Email address information.,gl-bus,0,Email,BU04f,/CO16b/BU04f,$.Accounting Entries.Entitry Information.Email,AccntgEntrs.EnttryInfrmn.Eml,【Eメールアドレス】,Eメールアドレス情報。,gl-bus:email,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:email
495,4,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,Email,BU04f_BU03_01,/CO16b/BU04f/BU04f_BU03_01,$.Accounting Entries.Entitry Information.Email.Descrption,AccntgEntrs.EnttryInfrmn.Eml.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-bus:emailDescrption,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:email/gl-bus:emailDescrption
496,4,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-bus,0,Email,BU04f_BU03_02,/CO16b/BU04f/BU04f_BU03_02,$.Accounting Entries.Entitry Information.Email.Address,AccntgEntrs.EnttryInfrmn.Eml.Addrss,URIアドレス,URIアドレス。,gl-bus:emailAddress,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:email/gl-bus:emailAddress
497,3,C,,Identifiers,,0..*,,Structure which contains various identifiers for the company.,gl-bus,0,Identifiers,BU07b,/CO16b/BU07b,$.Accounting Entries.Entitry Information.Identifiers,AccntgEntrs.EnttryInfrmn.Idntfs,【識別子】,組織に関する様々な識別子を含むセクション。,gl-bus:identifiers,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:identifiers
498,4,A,PK,Organization Identifier,xbrli:stringItemType,0..1,,"Code representing the company or organization whose data this file represents: used for situations where one user (e.g., a CPA) needs to keep track of multiple organizations' files (e.g., multiple clients). Can be EIN#, client #, internal/external identifier, SIC code. Codes which identifies the entity. Includes the code identifier of the authority issuing the code, a colon, and the code itself. For example, CIK:01234567 for the CIK number issued by SEC EDGAR.",gl-bus,0,Identifiers,BU07b_01,/CO16b/BU07b/BU07b_01,$.Accounting Entries.Entitry Information.Identifiers.Organization Identifier,AccntgEntrs.EnttryInfrmn.Idntfs.OrgnznIdntfr,事業体識別子,このファイルでデータを表現している会社や組織のコード。ひとりのユーザ(例えば、公認会計士)が複数の組織(例えば、複数の顧客)のファイルを把握する必要がある場合に使用される。 EIN番号、顧客番号、内部/外部識別子、SICコードであってよい。事業体の識別子をコード化する。コードを発行する権威ある組織のコード識別子、コロン、およびコードそのものを含む。 例えば、SEC　EDGARが発行したCIK番号　CIK: 01234567。,gl-bus:identifiersOrganizationIdentifier,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:identifiers/gl-bus:identifiersOrganizationIdentifier
499,4,A,,Organization Description,xbrli:stringItemType,0..1,,Text for organization identified by organizationIdentifier. Any descriptive information about the code.,gl-bus,0,Identifiers,BU07b_02,/CO16b/BU07b/BU07b_02,$.Accounting Entries.Entitry Information.Identifiers.Organization Description,AccntgEntrs.EnttryInfrmn.Idntfs.OrgnznDescrptn,事業体説明,organizationIdentifierによって特定された組織の説明文。 コードに関するなんらかの記述情報。,gl-bus:identifiersOrganizationDescription,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:identifiers/gl-bus:identifiersOrganizationDescription
500,3,C,,Address,,0..*,,Structure which contains address information.,gl-bus,0,Address,BU06d,/CO16b/BU06d,$.Accounting Entries.Entitry Information.Address,AccntgEntrs.EnttryInfrmn.Addrss,【住所】,住所情報。,gl-bus:address,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address
501,4,A,,Name,xbrli:stringItemType,0..1,,Address Name,gl-bus,0,Address,BU06d_01,/CO16b/BU06d/BU06d_01,$.Accounting Entries.Entitry Information.Address.Name,AccntgEntrs.EnttryInfrmn.Addrss.Nam,住所名,住所の名前。,gl-bus:addressName,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressName
502,4,A,,Description,xbrli:stringItemType,0..1,,Address Description,gl-bus,0,Address,BU06d_02,/CO16b/BU06d/BU06d_02,$.Accounting Entries.Entitry Information.Address.Description,AccntgEntrs.EnttryInfrmn.Addrss.Descrptn,住所説明,住所の説明。,gl-bus:addressDescription,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressDescription
503,4,A,,Purpose,xbrli:stringItemType,0..1,,Address Purpose,gl-bus,0,Address,BU06d_03,/CO16b/BU06d/BU06d_03,$.Accounting Entries.Entitry Information.Address.Purpose,AccntgEntrs.EnttryInfrmn.Addrss.Purps,住所目的,住所の目的。,gl-bus:addressPurpose,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressPurpose
504,4,A,,Location Identifier,xbrli:stringItemType,0..1,,A code used to identify the location and to associate it with contacts and transactions,gl-bus,0,Address,BU06d_04,/CO16b/BU06d/BU06d_04,$.Accounting Entries.Entitry Information.Address.Location Identifier,AccntgEntrs.EnttryInfrmn.Addrss.LoctnIdntfr,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,gl-bus:addressLocationIdentifier,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressLocationIdentifier
505,4,A,,Building Number,xbrli:stringItemType,0..1,,Building Number,gl-bus,0,Address,BU06d_05,/CO16b/BU06d/BU06d_05,$.Accounting Entries.Entitry Information.Address.Building Number,AccntgEntrs.EnttryInfrmn.Addrss.BuldngNumbr,住所建物番号,建物番号。,gl-bus:addressBuildingNumber,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressBuildingNumber
