sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
1010,3,A,,Period Covered Start,xbrli:dateTimeItemType,0..1,,"Start of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,Document Information,CO05a_09,/CO16a/CO05a_09,$.Accounting Entries.Document Information.Period Covered Start,Accntg Entrs.Docmnt Infrmn.Perd Covrd Start,対象期間開始日付,内容の日付範囲の開始日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:documentInformationPeriodCoveredStart,
1011,3,A,,Period Covered End,xbrli:dateTimeItemType,0..1,,"End of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,Document Information,CO05a_10,/CO16a/CO05a_10,$.Accounting Entries.Document Information.Period Covered End,Accntg Entrs.Docmnt Infrmn.Perd Covrd End,対象期間終了日付,内容の日付範囲の終了日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:documentInformationPeriodCoveredEnd,
1012,3,A,,Period Count,xbrli:decimalItemType,0..1,,"Number of periods or buckets, used by postingCode. Used to interpret posting date. It may be preferable to limit entries by period covered to be by individual reporting period.",gl-cor,0,Document Information,CO05a_BU05_11,/CO16a/CO05a_BU05_11,$.Accounting Entries.Document Information.Period Count,Accntg Entrs.Docmnt Infrmn.Perd Cont,期間数,postingCodeで使用される期間又はバケットの数。 転記日付を説明するために使用される。対象期間の仕訳を個々の報告期間に限定することが望ましいかもしれない。,gl-cor:documentInformationPeriodCount,
1013,3,A,,Period Unit,xbrli:tokenItemType,0..1,,"Type of periods covered by periodCount. Enumerated as: daily, weekly, bi-weekly, semi-monthly, monthly, quarterly, thirdly, semiannual, annual, ad-hoc, current-period-only, other.",gl-cor,0,Document Information,CO05a_BU05_12,/CO16a/CO05a_BU05_12,$.Accounting Entries.Document Information.Period Unit,Accntg Entrs.Docmnt Infrmn.Perd Unt,期間単位,"periodCountで対象とする期間の種別。
[設定値のリスト]
(daily：日次)、(weekly：週次)、(bi-weekly：隔週)、(semi-monthly：半月ごと)、(monthly：月次)、(quarterly：四半期ごと)、(thirdly：年3回)、(semiannual：半年ごと)、(annual：年次)、(ad-hoc：随時)、(current-period-only：当期)、(other：その他)",gl-cor:documentInformationPeriodUnit,
1014,3,A,,Period Unit Description,xbrli:stringItemType,0..1,,Free format description of the period unit,gl-cor,0,Document Information,CO05a_BU05_13,/CO16a/CO05a_BU05_13,$.Accounting Entries.Document Information.Period Unit Description,Accntg Entrs.Docmnt Infrmn.Perd Unt Descrptn,期間単位説明,対象期間単位の説明。,gl-cor:documentInformationPeriodUnitDescription,
1015,3,A,,Source Application,xbrli:stringItemType,0..1,,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",gl-cor,0,Document Information,CO05a_BU05_14,/CO16a/CO05a_BU05_14,$.Accounting Entries.Document Information.Source Application,Accntg Entrs.Docmnt Infrmn.Sorc Applcn,作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。,gl-cor:documentInformationSourceApplication,
1016,3,A,,Target Application,xbrli:stringItemType,0..1,,Particular use for which file was generated.,gl-cor,0,Document Information,CO05a_BU05_15,/CO16a/CO05a_BU05_15,$.Accounting Entries.Document Information.Target Application,Accntg Entrs.Docmnt Infrmn.Targt Applcn,対象アプリケーション,ファイルが作成された用途。,gl-cor:documentInformationTargetApplication,
1017,3,A,,Default Currency,xbrli:QNameItemType,0..1,,"The default currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding",gl-cor,0,Document Information,CO05a_MC05_16,/CO16a/CO05a_MC05_16,$.Accounting Entries.Document Information.Default Currency,Accntg Entrs.Docmnt Infrmn.Deflt Currncy,既定通貨,XBRLインスタンス内に指定する方法のかわりに、金額の既定の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-cor:documentInformationDefaultCurrency,
1018,3,C,,Summary Reporting Taxonomy,,0..*,,Identifies and provides information about one or more target reporting taxonomies to which the data represented in the document rolls up to.,gl-cor,0,Summary Reporting Taxonomy,SR01a,/CO16a/SR01a,$.Accounting Entries.Document Information.Summary Reporting Taxonomy,Accntg Entrs.Docmnt Infrmn.Summry Reprtng Taxnmy,【集約報告タクソノミ】,この文書で示されたデータのロールアップ先となる、1つ以上の報告タクソノミの情報を、識別し提供する。,gl-cor:summaryReportingTaxonomy,
1019,4,A,,ID,xbrli:stringItemType,0..1,,"Identifies a target reporting taxonomy so that, for example, it can be referenced in the [summaryReportingTaxonomyIDRef] data field at [xbrlInfo] level.",gl-cor,0,Summary Reporting Taxonomy,SR01a_01,/CO16a/SR01a/SR01a_01,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.ID,Accntg Entrs.Docmnt Infrmn.Summry Reprtng Taxnmy.Id,集約報告タクソノミ識別子,たとえばxbrlInfo内のsummaryReportingTaxonomyIDRefで参照できるように、報告タクソノミを識別する。,gl-cor:summaryReportingTaxonomyId,
1020,4,A,,Schema Reference Href,xbrli:stringItemType,0..1,,Value of the href attribute of schemaRef in the target reporting taxonomy.,gl-cor,0,Summary Reporting Taxonomy,SR01a_02,/CO16a/SR01a/SR01a_02,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Schema Reference Href,Accntg Entrs.Docmnt Infrmn.Summry Reprtng Taxnmy.Schem Refrnc Href,集約報告タクソノミスキーマ参照情報,報告タクソノミ内の、schemaRef要素のhref属性の値。,gl-cor:summaryReportingTaxonomySchemaReferenceHref,
1021,4,A,,Header,xbrli:stringItemType,0..1,,An all-purpose data field where all the information necessary when it is too complex to be defined otherwise.,gl-cor,0,Summary Reporting Taxonomy,SR01a_03,/CO16a/SR01a/SR01a_03,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Header,Accntg Entrs.Docmnt Infrmn.Summry Reprtng Taxnmy.Hedr,集約報告タクソノミヘッダ,必要なすべての情報が、複雑すぎて他の方法では定義できないときに、それらを記述する汎用的なデータ域。,gl-cor:summaryReportingTaxonomyHeader,
1022,4,A,,Description,xbrli:stringItemType,0..1,,A description of the taxonomy for human use.,gl-cor,0,Summary Reporting Taxonomy,SR01a_04,/CO16a/SR01a/SR01a_04,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Description,Accntg Entrs.Docmnt Infrmn.Summry Reprtng Taxnmy.Descrptn,集約報告タクソノミ説明,人が利用するための、タクソノミの説明文。,gl-cor:summaryReportingTaxonomyDescription,
1023,2,C,,Entitry Information,,0..1,,Holder for entity information - information about the reporting organization.,gl-cor,0,Entitry Information,CO06a,/CO16a/CO06a,$.Accounting Entries.Entitry Information,Accntg Entrs.Enttry Infrmn,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entitryInformation,
1024,3,A,,Default Accounting Method Purpose,xbrli:tokenItemType,0..1,,"If not stated explicitly at the line level, the default reporting purpose - from book, tax, management, statutory, other",gl-cor,0,Entitry Information,CO06a_BU06_01,/CO16a/CO06a_BU06_01,$.Accounting Entries.Entitry Information.Default Accounting Method Purpose,Accntg Entrs.Enttry Infrmn.Deflt Accntg Methd Purps,既定会計処理方法目的,"明細レベルで明確に指定しない場合の、既定の報告目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-cor:entitryInformationDefaultAccountingMethodPurpose,
1025,3,A,,Default Accounting Method Purpose Description,xbrli:stringItemType,0..1,,Free format description of the default accounting method purpose,gl-cor,0,Entitry Information,CO06a_BU06_02,/CO16a/CO06a_BU06_02,$.Accounting Entries.Entitry Information.Default Accounting Method Purpose Description,Accntg Entrs.Enttry Infrmn.Deflt Accntg Methd Purps Descrptn,既定会計処理方法目的説明,既定の会計処理方法目的の説明。,gl-cor:entitryInformationDefaultAccountingMethodPurposeDescription,
1026,3,A,,Business Description,xbrli:stringItemType,0..1,,Description of the nature of the business of the entity.,gl-cor,0,Entitry Information,CO06a_BU06_03,/CO16a/CO06a_BU06_03,$.Accounting Entries.Entitry Information.Business Description,Accntg Entrs.Enttry Infrmn.Busnss Descrptn,業種説明,事業体の事業の種類についての説明。,gl-cor:entitryInformationBusinessDescription,
1027,3,A,,Fiscal Year Start,xbrli:dateItemType,0..1,,"Start of fiscal year. Where appropriate, corporate year period representation permits non-365 or 366 day years (more appropriate for internal sharing than data from external sources), In Europe, some jurisdictions allow 2 year minus 1 day fiscal years.",gl-cor,0,Entitry Information,CO06a_BU06_04,/CO16a/CO06a_BU06_04,$.Accounting Entries.Entitry Information.Fiscal Year Start,Accntg Entrs.Enttry Infrmn.Fiscl Yer Start,会計年度開始日付,会計年度の開始日。妥当であれば、企業の会計年度表示において、366日や365日でない年も許可する（外部ソースからのデータより内部共有のための方が適している）。ヨーロッパでは、2年マイナス1日の会計年度を許可するところもある。,gl-cor:entitryInformationFiscalYearStart,
1028,3,A,,Fiscal Year End,xbrli:dateItemType,0..1,,"End of fiscal year. Where appropriate, corporate year period representation permits non-365 or 366 day years (more appropriate for internal sharing than data from external sources), In Europe, some jurisdictions allow 2 year minus 1 day fiscal years.",gl-cor,0,Entitry Information,CO06a_BU06_05,/CO16a/CO06a_BU06_05,$.Accounting Entries.Entitry Information.Fiscal Year End,Accntg Entrs.Enttry Infrmn.Fiscl Yer End,会計年度終了日付,会計年度の終了日。妥当であれば、企業の会計年度表示において、366日や365日でない年も許可する（外部ソースからのデータより内部共有のための方が適している）。ヨーロッパでは、2年マイナス1日の会計年度を許可するところもある。,gl-cor:entitryInformationFiscalYearEnd,
1029,3,C,,Phone,,0..*,,Phone number information.,gl-cor,0,Phone,BU01a,/CO16a/BU01a,$.Accounting Entries.Entitry Information.Phone,Accntg Entrs.Enttry Infrmn.Phon,【電話番号】,主要電話番号情報。,gl-cor:phone,
1030,4,A,,Description,xbrli:tokenItemType,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-cor,0,Phone,BU01a_01,/CO16a/BU01a/BU01a_01,$.Accounting Entries.Entitry Information.Phone.Description,Accntg Entrs.Enttry Infrmn.Phon.Descrptn,電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-cor:phoneDescription,
1031,4,A,,Number,xbrli:stringItemType,0..1,,Phone number referred to in Phone Number Description'\.,gl-cor,0,Phone,BU01a_02,/CO16a/BU01a/BU01a_02,$.Accounting Entries.Entitry Information.Phone.Number,Accntg Entrs.Enttry Infrmn.Phon.Numbr,電話番号,電話番号用途で示される電話番号。,gl-cor:phoneNumber,
1032,3,C,,Fax,,0..*,,Fax number information.,gl-cor,0,Fax,BU02a,/CO16a/BU02a,$.Accounting Entries.Entitry Information.Fax,Accntg Entrs.Enttry Infrmn.Fax,【FAX番号】,FAX番号情報。,gl-cor:fax,
1033,4,A,,Usage,xbrli:stringItemType,0..1,,"Fax number usage (e.g. orders, head office, IR)",gl-cor,0,Fax,BU02a_01,/CO16a/BU02a/BU02a_01,$.Accounting Entries.Entitry Information.Fax.Usage,Accntg Entrs.Enttry Infrmn.Fax.Usg,FAX番号用途,FAX番号の用途。(注文、本社、IRなど),gl-cor:faxUsage,
1034,4,A,,Number,xbrli:stringItemType,0..1,,Fax Number,gl-cor,0,Fax,BU02a_02,/CO16a/BU02a/BU02a_02,$.Accounting Entries.Entitry Information.Fax.Number,Accntg Entrs.Enttry Infrmn.Fax.Numbr,FAX番号,FAX番号。,gl-cor:faxNumber,
1035,3,C,,Email,,0..*,,Email address information.,gl-cor,0,Email,BU04a,/CO16a/BU04a,$.Accounting Entries.Entitry Information.Email,Accntg Entrs.Enttry Infrmn.Eml,【Eメールアドレス】,Eメールアドレス情報。,gl-cor:email,
1036,4,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-cor,0,Email,BU04a_BU03_01,/CO16a/BU04a/BU04a_BU03_01,$.Accounting Entries.Entitry Information.Email.Descrption,Accntg Entrs.Enttry Infrmn.Eml.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-cor:emailDescrption,
1037,4,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-cor,0,Email,BU04a_BU03_02,/CO16a/BU04a/BU04a_BU03_02,$.Accounting Entries.Entitry Information.Email.Address,Accntg Entrs.Enttry Infrmn.Eml.Addrss,URIアドレス,URIアドレス。,gl-cor:emailAddress,
1038,3,C,,Identifiers,,0..*,,Structure which contains various identifiers for the company.,gl-cor,0,Identifiers,BU07a,/CO16a/BU07a,$.Accounting Entries.Entitry Information.Identifiers,Accntg Entrs.Enttry Infrmn.Idntfs,【識別子】,組織に関する様々な識別子を含むセクション。,gl-cor:identifiers,
1039,4,A,,Organization Identifier,xbrli:stringItemType,0..1,,"Code representing the company or organization whose data this file represents: used for situations where one user (e.g., a CPA) needs to keep track of multiple organizations' files (e.g., multiple clients). Can be EIN#, client #, internal/external identifier, SIC code. Codes which identifies the entity. Includes the code identifier of the authority issuing the code, a colon, and the code itself. For example, CIK:01234567 for the CIK number issued by SEC EDGAR.",gl-cor,0,Identifiers,BU07a_01,/CO16a/BU07a/BU07a_01,$.Accounting Entries.Entitry Information.Identifiers.Organization Identifier,Accntg Entrs.Enttry Infrmn.Idntfs.Orgnzn Idntfr,事業体識別子,このファイルでデータを表現している会社や組織のコード。ひとりのユーザ(例えば、公認会計士)が複数の組織(例えば、複数の顧客)のファイルを把握する必要がある場合に使用される。 EIN番号、顧客番号、内部/外部識別子、SICコードであってよい。事業体の識別子をコード化する。コードを発行する権威ある組織のコード識別子、コロン、およびコードそのものを含む。 例えば、SEC　EDGARが発行したCIK番号　CIK: 01234567。,gl-cor:identifiersOrganizationIdentifier,
1040,4,A,,Organization Description,xbrli:stringItemType,0..1,,Text for organization identified by organizationIdentifier. Any descriptive information about the code.,gl-cor,0,Identifiers,BU07a_02,/CO16a/BU07a/BU07a_02,$.Accounting Entries.Entitry Information.Identifiers.Organization Description,Accntg Entrs.Enttry Infrmn.Idntfs.Orgnzn Descrptn,事業体説明,organizationIdentifierによって特定された組織の説明文。 コードに関するなんらかの記述情報。,gl-cor:identifiersOrganizationDescription,
1041,3,C,,Address,,0..*,,Structure which contains address information.,gl-cor,0,Address,BU06a,/CO16a/BU06a,$.Accounting Entries.Entitry Information.Address,Accntg Entrs.Enttry Infrmn.Addrss,【住所】,住所情報。,gl-cor:address,
1042,4,A,,Name,xbrli:stringItemType,0..1,,Address Name,gl-cor,0,Address,BU06a_01,/CO16a/BU06a/BU06a_01,$.Accounting Entries.Entitry Information.Address.Name,Accntg Entrs.Enttry Infrmn.Addrss.Nam,住所名,住所の名前。,gl-cor:addressName,
1043,4,A,,Description,xbrli:stringItemType,0..1,,Address Description,gl-cor,0,Address,BU06a_02,/CO16a/BU06a/BU06a_02,$.Accounting Entries.Entitry Information.Address.Description,Accntg Entrs.Enttry Infrmn.Addrss.Descrptn,住所説明,住所の説明。,gl-cor:addressDescription,
1044,4,A,,Purpose,xbrli:stringItemType,0..1,,Address Purpose,gl-cor,0,Address,BU06a_03,/CO16a/BU06a/BU06a_03,$.Accounting Entries.Entitry Information.Address.Purpose,Accntg Entrs.Enttry Infrmn.Addrss.Purps,住所目的,住所の目的。,gl-cor:addressPurpose,
1045,4,A,,Location Identifier,xbrli:stringItemType,0..1,,A code used to identify the location and to associate it with contacts and transactions,gl-cor,0,Address,BU06a_04,/CO16a/BU06a/BU06a_04,$.Accounting Entries.Entitry Information.Address.Location Identifier,Accntg Entrs.Enttry Infrmn.Addrss.Loctn Idntfr,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,gl-cor:addressLocationIdentifier,
1046,4,A,,Building Number,xbrli:stringItemType,0..1,,Building Number,gl-cor,0,Address,BU06a_05,/CO16a/BU06a/BU06a_05,$.Accounting Entries.Entitry Information.Address.Building Number,Accntg Entrs.Enttry Infrmn.Addrss.Buldng Numbr,住所建物番号,建物番号。,gl-cor:addressBuildingNumber,
1047,4,A,,Street,xbrli:stringItemType,0..1,,Street address,gl-cor,0,Address,BU06a_06,/CO16a/BU06a/BU06a_06,$.Accounting Entries.Entitry Information.Address.Street,Accntg Entrs.Enttry Infrmn.Addrss.Stret,住所通り,住所の通り。,gl-cor:addressStreet,
1048,4,A,,Street2,xbrli:stringItemType,0..1,,Address Detail,gl-cor,0,Address,BU06a_07,/CO16a/BU06a/BU06a_07,$.Accounting Entries.Entitry Information.Address.Street2,Accntg Entrs.Enttry Infrmn.Addrss.Stret2,住所詳細,住所詳細。,gl-cor:addressStreet2,
1049,4,A,,City,xbrli:stringItemType,0..1,,City,gl-cor,0,Address,BU06a_08,/CO16a/BU06a/BU06a_08,$.Accounting Entries.Entitry Information.Address.City,Accntg Entrs.Enttry Infrmn.Addrss.City,住所都市,住所の都市。,gl-cor:addressCity,
1050,4,A,,State or Province,xbrli:stringItemType,0..1,,"State, province or region",gl-cor,0,Address,BU06a_09,/CO16a/BU06a/BU06a_09,$.Accounting Entries.Entitry Information.Address.State or Province,Accntg Entrs.Enttry Infrmn.Addrss.Stat Or Provnc,住所州,住所の州や地方。,gl-cor:addressStateOrProvince,
1051,4,A,,Country,xbrli:stringItemType,0..1,,Country,gl-cor,0,Address,BU06a_10,/CO16a/BU06a/BU06a_10,$.Accounting Entries.Entitry Information.Address.Country,Accntg Entrs.Enttry Infrmn.Addrss.Contry,住所国,住所の国。,gl-cor:addressCountry,
1052,4,A,,Zip or Postal Code,xbrli:stringItemType,0..1,,Zip or other postal code,gl-cor,0,Address,BU06a_11,/CO16a/BU06a/BU06a_11,$.Accounting Entries.Entitry Information.Address.Zip or Postal Code,Accntg Entrs.Enttry Infrmn.Addrss.Zip Or Postl Cod,住所郵便番号,住所の郵便番号。,gl-cor:addressZipOrPostalCode,
1053,3,C,,Web Site,,0..*,,Web site information.,gl-cor,0,Web Site,BU05a,/CO16a/BU05a,$.Accounting Entries.Entitry Information.Web Site,Accntg Entrs.Enttry Infrmn.Web Sit,【Webサイト】,ウェブサイト情報。,gl-cor:webSite,
1054,4,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-cor,0,Web Site,BU05a_BU03_01,/CO16a/BU05a/BU05a_BU03_01,$.Accounting Entries.Entitry Information.Web Site.Descrption,Accntg Entrs.Enttry Infrmn.Web Sit.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-cor:webSiteDescrption,
1055,4,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-cor,0,Web Site,BU05a_BU03_02,/CO16a/BU05a/BU05a_BU03_02,$.Accounting Entries.Entitry Information.Web Site.Address,Accntg Entrs.Enttry Infrmn.Web Sit.Addrss,URIアドレス,URIアドレス。,gl-cor:webSiteAddress,
1056,3,C,,Contact,,0..*,,Information about contacts.,gl-cor,0,Contact,BU09a,/CO16a/BU09a,$.Accounting Entries.Entitry Information.Contact,Accntg Entrs.Enttry Infrmn.Contct,【担当者情報】,担当者に関する情報。,gl-cor:contact,
1057,4,A,,Prefix,xbrli:stringItemType,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",gl-cor,0,Contact,BU09a_BU08_01,/CO16a/BU09a/BU09a_BU08_01,$.Accounting Entries.Entitry Information.Contact.Prefix,Accntg Entrs.Enttry Infrmn.Contct.Prefx,敬称,敬称(Dr.、Mr.、Mrs.など),gl-cor:contactPrefix,
1058,4,A,,Last Name,xbrli:stringItemType,0..1,,Last or family name,gl-cor,0,Contact,BU09a_BU08_02,/CO16a/BU09a/BU09a_BU08_02,$.Accounting Entries.Entitry Information.Contact.Last Name,Accntg Entrs.Enttry Infrmn.Contct.Last Nam,姓,姓,gl-cor:contactLastName,
1059,4,A,,First Name,xbrli:stringItemType,0..1,,First or given name,gl-cor,0,Contact,BU09a_BU08_03,/CO16a/BU09a/BU09a_BU08_03,$.Accounting Entries.Entitry Information.Contact.First Name,Accntg Entrs.Enttry Infrmn.Contct.First Nam,名,名、クリスチャンネーム,gl-cor:contactFirstName,
